week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,predicted_demand
4,Sunday,North Corona,1.0,1756.21,2321.093060585714
4,Sunday,North Side-South Side,5.0,8781.05,6505.221845214614
4,Sunday,Old Astoria,1.0,1756.21,2609.6901729435717
4,Sunday,Park Slope-Gowanus,1.0,1756.21,3123.9568125299315
4,Sunday,Prospect Heights,1.0,1756.21,2627.8270070109943
4,Sunday,Queens Village,1.0,1756.21,2225.2642129675155
4,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,13.5,23708.835,26420.546609113386
4,Sunday,Stuyvesant Town-Cooper Village,4.0,7024.84,4867.106554652467
4,Sunday,Turtle Bay-East Midtown,13.0,22830.73,27917.03351116489
4,Sunday,Upper East Side-Carnegie Hill,19.0,33367.99,27389.92231340646
4,Sunday,Upper West Side,12.0,21074.52,26092.870811777884
4,Sunday,Washington Heights South,1.0,1756.21,2638.496171492871
4,Sunday,West Village,14.0,24586.940000000002,31078.213580791467
4,Sunday,Woodside,1.0,1756.21,2574.0182789278283
4,Sunday,Yorkville,16.666666666666668,29270.166666666668,21018.18430054861
4,Sunday,park-cemetery-etc-Manhattan,6.0,10537.26,9943.894803734633
4,Thursday,Airport,10.5,18440.205,19837.639454723823
4,Thursday,Astoria,2.0,3512.42,2432.284211559532
4,Thursday,Battery Park City-Lower Manhattan,10.0,17562.1,17674.763065212406
4,Thursday,Chinatown,10.0,17562.1,13038.189024156
4,Thursday,Clinton,10.0,17562.1,24207.198921089228
4,Thursday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,2843.0352953634283
4,Thursday,East Harlem North,2.0,3512.42,3198.152681279063
4,Thursday,East Harlem South,4.0,7024.84,5679.798367240906
4,Thursday,East Village,8.0,14049.68,20348.17264647372
4,Thursday,Flushing,1.0,1756.21,1600.6815735844618
4,Thursday,Fort Greene,2.0,3512.42,2251.536290815289
4,Thursday,Gramercy,11.0,19318.31,18633.73852593324
4,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,26.0,45661.46,35930.514853705616
4,Thursday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,3145.3039975414026
4,Thursday,Lenox Hill-Roosevelt Island,10.0,17562.1,23132.68777479203
4,Thursday,Lincoln Square,11.5,20196.415,23122.42331069046
4,Thursday,Lower East Side,2.0,3512.42,4858.67429717761
4,Thursday,Midtown-Midtown South,29.416666666666668,51661.84416666667,45004.97410568031
4,Thursday,Morningside Heights,4.0,7024.84,7403.137706065367
4,Thursday,Murray Hill-Kips Bay,14.5,25465.045000000002,28141.72016075928
4,Thursday,Park Slope-Gowanus,2.0,3512.42,1899.4233099476855
4,Thursday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2733.946144680294
4,Thursday,Richmond Hill,1.0,1756.21,1773.594253859546
4,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,12.5,21952.625,26333.8125681273
4,Thursday,Stuyvesant Town-Cooper Village,1.0,1756.21,3514.1566622914083
4,Thursday,Turtle Bay-East Midtown,16.0,28099.36,30593.871387959294
4,Thursday,Upper East Side-Carnegie Hill,14.116666666666667,24791.831166666667,30979.71358952908
4,Thursday,Upper West Side,12.333333333333334,21659.923333333336,26312.621176853856
4,Thursday,Van Nest-Morris Park-Westchester Square,1.0,1756.21,1842.6808273373676
4,Thursday,West Village,16.5,28977.465,31008.525359260133
4,Thursday,Yorkville,12.5,21952.625,21114.50630413463
4,Thursday,park-cemetery-etc-Manhattan,3.0,5268.63,10121.181838299512
4,Thursday,park-cemetery-etc-Queens,2.0,3512.42,2081.709727850852
4,Tuesday,Airport,6.0,10537.26,20541.49508416027
4,Tuesday,Astoria,1.0,1756.21,2388.466735836082
4,Tuesday,Battery Park City-Lower Manhattan,10.0,17562.1,16714.80032189155
4,Tuesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,1975.4355017264168
4,Tuesday,Central Harlem South,1.0,1756.21,2879.678614517994
4,Tuesday,Chinatown,5.0,8781.05,10411.40719222745
4,Tuesday,Clinton,13.0,22830.73,24197.63813602416
4,Tuesday,East Elmhurst,1.0,1756.21,1789.532113785281
4,Tuesday,East Harlem North,1.0,1756.21,2767.125318016946
4,Tuesday,East Harlem South,3.0,5268.63,5030.943225971699
4,Tuesday,East Village,10.0,17562.1,19079.13583337536
4,Tuesday,Gramercy,12.0,21074.52,17448.381294657127
4,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,22.25,39075.6725,34003.338663852395
4,Tuesday,Kew Gardens,1.0,1756.21,1822.3828511825031
4,Tuesday,Lenox Hill-Roosevelt Island,10.0,17562.1,22645.873992748308
4,Tuesday,Lincoln Square,15.5,27221.255,22543.84428330639
4,Tuesday,Lower East Side,4.0,7024.84,4700.349445764806
4,Tuesday,Manhattanville,1.0,1756.21,1952.0250624109576
4,Tuesday,Midtown-Midtown South,24.316666666666666,42705.17316666667,45107.70827004215
4,Tuesday,Morningside Heights,2.0,3512.42,7122.14268329161
4,Tuesday,Murray Hill-Kips Bay,13.0,22830.73,26021.11205975214
4,Tuesday,Park Slope-Gowanus,1.0,1756.21,1632.4440119270173
4,Tuesday,Prospect Heights,1.0,1756.21,1772.7085920699858
4,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,12.666666666666666,22245.326666666668,25711.76148336713
4,Tuesday,Stuyvesant Town-Cooper Village,2.0,3512.42,2972.1274347131607
4,Tuesday,Turtle Bay-East Midtown,17.166666666666668,30148.27166666667,30202.89701157497
4,Tuesday,Upper East Side-Carnegie Hill,19.75,34685.1475,30417.23484745864
4,Tuesday,Upper West Side,13.166666666666666,23123.431666666667,25016.64967473044
4,Tuesday,West Farms-Bronx River,1.0,1756.21,1808.1029258715275
4,Tuesday,West Village,15.833333333333334,27806.658333333336,28676.063916230934
4,Tuesday,Woodside,1.0,1756.21,1669.7268192357078
4,Tuesday,Yorkville,7.5,13171.575,18757.77750174759
4,Tuesday,park-cemetery-etc-Manhattan,4.5,7902.945,10717.194443144845
4,Wednesday,Airport,9.833333333333332,17269.39833333333,20542.338912551804
4,Wednesday,Battery Park City-Lower Manhattan,10.0,17562.1,17706.592994539806
4,Wednesday,Borough Park,1.0,1756.21,1851.4728233003937
4,Wednesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,2643.788779333217
4,Wednesday,Central Harlem South,3.0,5268.63,3325.548975773536
4,Wednesday,Chinatown,6.0,10537.26,12963.58741122637
4,Wednesday,Clinton,20.833333333333332,36587.70833333333,24864.685433697858
4,Wednesday,Clinton Hill,2.0,3512.42,2215.296252939625
4,Wednesday,East Harlem North,3.0,5268.63,3459.016445008262
4,Wednesday,East Harlem South,4.0,7024.84,5715.096076484408
4,Wednesday,East Village,10.333333333333334,18147.503333333334,19634.285022624244
4,Wednesday,Fort Greene,3.0,5268.63,2635.9035283596504
4,Wednesday,Gramercy,7.0,12293.470000000001,17970.144525436543
4,Wednesday,Greenpoint,1.0,1756.21,2012.7502402063265
4,Wednesday,Hamilton Heights,1.0,1756.21,2102.3479388829214
4,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,19.0,33367.99,34606.137579125934
4,Wednesday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,3417.9014089584207
4,Wednesday,Lenox Hill-Roosevelt Island,9.0,15805.89,22889.294744091352
4,Wednesday,Lincoln Square,14.333333333333334,25172.343333333334,22930.36305920839
4,Wednesday,Lower East Side,5.0,8781.05,4656.803494525763
4,Wednesday,Midtown-Midtown South,22.033333333333335,38695.16033333334,45142.2681217108
4,Wednesday,Morningside Heights,4.0,7024.84,7524.393562123591
4,Wednesday,Murray Hill-Kips Bay,14.0,24586.940000000002,26747.527718736103
4,Wednesday,North Side-South Side,1.0,1756.21,3688.2732280423857
4,Wednesday,Old Astoria,1.0,1756.21,1928.624659479348
4,Wednesday,Park Slope-Gowanus,1.0,1756.21,2028.075737466039
4,Wednesday,Prospect Heights,1.0,1756.21,2028.6646883088104
4,Wednesday,Prospect Lefferts Gardens-Wingate,2.0,3512.42,2489.951543166941
4,Wednesday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2867.487799580386
4,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,13.166666666666668,23123.43166666667,25692.015007772563
4,Wednesday,Steinway,1.0,1756.21,2042.8417533295471
4,Wednesday,Stuyvesant Town-Cooper Village,2.0,3512.42,3345.457056408704
4,Wednesday,Turtle Bay-East Midtown,16.0,28099.36,30639.15899185268
4,Wednesday,Upper East Side-Carnegie Hill,16.28333333333333,28596.95283333333,30189.60807242489
4,Wednesday,Upper West Side,17.75,31172.7275,26459.005843341223
4,Wednesday,Washington Heights South,1.0,1756.21,1819.0096706001884
4,Wednesday,West Village,17.583333333333332,30880.025833333333,30030.45495368466
4,Wednesday,Yorkville,12.0,21074.52,20616.970398069257
4,Wednesday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,10600.149010339572
40,Friday,Airport,9.0,15805.89,20344.66166947484
40,Friday,Battery Park City-Lower Manhattan,13.0,22830.73,18407.322790964397
40,Friday,Brooklyn Heights-Cobble Hill,2.0,3512.42,2736.170963931976
40,Friday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,3327.926579028765
40,Friday,Central Harlem South,3.0,5268.63,3142.2709545716675
40,Friday,Chinatown,9.0,15805.89,12714.81601679154
40,Friday,Clinton,12.0,21074.52,24084.16237387522
40,Friday,East Harlem North,1.0,1756.21,3254.58368408714
40,Friday,East Harlem South,3.0,5268.63,5924.434795841188
40,Friday,East Village,9.5,16683.995,20735.720964730885
40,Friday,East Williamsburg,1.0,1756.21,1966.2241262531363
40,Friday,Forest Hills,1.0,1756.21,1955.8105201694736
40,Friday,Fort Greene,1.0,1756.21,2436.260344609135
40,Friday,Gramercy,9.0,15805.89,19144.664514838056
40,Friday,Greenpoint,1.0,1756.21,2495.6133236802257
40,Friday,Hamilton Heights,2.0,3512.42,2324.4803960403688
40,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,25.15,44168.6815,37643.10291071292
40,Friday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,4017.153198642164
40,Friday,Lenox Hill-Roosevelt Island,9.833333333333334,17269.398333333334,22965.407795193227
40,Friday,Lincoln Square,12.833333333333334,22538.028333333335,23850.569988988587
40,Friday,Lower East Side,2.0,3512.42,4237.216226817141
40,Friday,Midtown-Midtown South,24.766666666666666,43495.467666666664,46568.83228943958
40,Friday,Morningside Heights,4.0,7024.84,8194.937821145559
40,Friday,Murray Hill-Kips Bay,13.583333333333334,23855.185833333337,24265.01667987148
40,Friday,North Side-South Side,1.0,1756.21,4055.1922518787146
40,Friday,Ocean Hill,1.0,1756.21,1778.849052110584
40,Friday,Park Slope-Gowanus,2.0,3512.42,2680.8332987332965
40,Friday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2503.50429319846
40,Friday,SoHo-TriBeCa-Civic Center-Little Italy,12.0,21074.52,26739.79405088609
40,Friday,Stuyvesant Town-Cooper Village,2.0,3512.42,3685.19813202724
40,Friday,Turtle Bay-East Midtown,13.0,22830.73,28654.096277586992
40,Friday,Upper East Side-Carnegie Hill,19.583333333333332,34392.44583333333,29478.217910098632
40,Friday,Upper West Side,10.0,17562.1,23690.73576538113
40,Friday,West Village,15.583333333333332,27367.60583333333,32040.62934359104
40,Friday,Yorkville,15.0,26343.15,19345.565943587502
40,Friday,park-cemetery-etc-Manhattan,9.0,15805.89,10675.23049789859
40,Friday,park-cemetery-etc-Queens,1.0,1756.21,1895.0157228056655
40,Monday,Airport,14.833333333333332,26050.44833333333,22705.07729181593
40,Monday,Battery Park City-Lower Manhattan,6.0,10537.26,16556.274836844
40,Monday,Central Harlem North-Polo Grounds,1.0,1756.21,2211.3579361415345
40,Monday,Central Harlem South,3.0,5268.63,3230.6587781498256
40,Monday,Chinatown,6.0,10537.26,8800.317095616565
40,Monday,Clinton,14.5,25465.045000000002,21382.5168643198
40,Monday,Crown Heights North,1.0,1756.21,1964.0674089806903
40,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3770.7704099708126
40,Monday,East Harlem North,3.0,5268.63,3038.010278655497
40,Monday,East Harlem South,1.0,1756.21,5708.7831528203815
40,Monday,East Village,12.5,21952.625,16833.119451290986
40,Monday,Fort Greene,1.0,1756.21,2165.6911224707187
40,Monday,Gramercy,10.5,18440.205,16518.091056952126
40,Monday,Greenpoint,2.0,3512.42,2497.779819436627
40,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,15.666666666666666,27513.956666666665,33431.53360708229
40,Monday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,3960.7672047917154
40,Monday,Lenox Hill-Roosevelt Island,10.0,17562.1,20614.89348175289
40,Monday,Lincoln Square,12.5,21952.625,21149.037879069365
40,Monday,Lower East Side,2.0,3512.42,3811.411636290419
40,Monday,Manhattanville,2.0,3512.42,2420.892812311866
40,Monday,Midtown-Midtown South,26.916666666666668,47271.31916666667,45507.35396977999
40,Monday,Morningside Heights,6.0,10537.26,7306.780763715889
40,Monday,Murray Hill-Kips Bay,14.0,24586.940000000002,21041.510224054862
40,Monday,North Side-South Side,1.0,1756.21,3582.6054777029826
40,Monday,Prospect Heights,2.0,3512.42,2174.358737697062
40,Monday,SoHo-TriBeCa-Civic Center-Little Italy,8.0,14049.68,23554.21330003253
40,Monday,Turtle Bay-East Midtown,14.333333333333334,25172.343333333334,27258.081338549757
40,Monday,Upper East Side-Carnegie Hill,19.333333333333332,33953.39333333333,27620.107299391955
40,Monday,Upper West Side,12.5,21952.625,21515.622667282696
40,Monday,West Village,19.333333333333332,33953.39333333333,28785.936422708957
40,Monday,Yorkville,10.0,17562.1,15875.764802516696
40,Monday,park-cemetery-etc-Manhattan,6.0,10537.26,9247.09630595354
40,Saturday,Airport,7.0,12293.470000000001,18693.71218837044
40,Saturday,Astoria,4.0,7024.84,3741.528304245666
40,Saturday,Battery Park City-Lower Manhattan,11.0,19318.31,18375.66925855342
40,Saturday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,3808.29513543061
40,Saturday,Central Harlem North-Polo Grounds,1.0,1756.21,2161.851199207917
40,Saturday,Central Harlem South,4.0,7024.84,4075.317759912043
40,Saturday,Chinatown,9.25,16244.942500000001,15329.283602235364
40,Saturday,Clinton,11.5,20196.415,24981.167082312237
40,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4.0,7024.84,4647.8590783840855
40,Saturday,Dyker Heights,1.0,1756.21,2027.0789102222795
40,Saturday,East Harlem North,2.0,3512.42,3483.9321301567024
40,Saturday,East Harlem South,6.0,10537.26,5827.689661434631
40,Saturday,East Village,13.5,23708.835,22922.26045163108
40,Saturday,East Williamsburg,1.0,1756.21,2687.167139852599
40,Saturday,Elmhurst-Maspeth,1.0,1756.21,2120.624959263641
40,Saturday,Fort Greene,2.0,3512.42,2375.291536792926
40,Saturday,Gramercy,13.0,22830.73,19985.1222727024
40,Saturday,Greenpoint,2.0,3512.42,3104.8949111343936
40,Saturday,Hamilton Heights,1.0,1756.21,2407.93290366786
40,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,24.166666666666668,42441.74166666667,36886.20410079495
40,Saturday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,4880.364410709709
40,Saturday,Lenox Hill-Roosevelt Island,14.0,24586.940000000002,22114.441601458777
40,Saturday,Lincoln Square,13.5,23708.835,23552.22810111652
40,Saturday,Lower East Side,1.0,1756.21,6443.326171253763
40,Saturday,Midtown-Midtown South,24.05,42236.8505,45350.86543567292
40,Saturday,Morningside Heights,1.0,1756.21,7739.811929197047
40,Saturday,Murray Hill-Kips Bay,12.666666666666666,22245.326666666668,24148.41274886904
40,Saturday,North Side-South Side,2.0,3512.42,6119.539893104567
40,Saturday,Park Slope-Gowanus,3.0,5268.63,3455.4583608826847
40,Saturday,Prospect Lefferts Gardens-Wingate,1.0,1756.21,2142.672935835238
40,Saturday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2701.211131151754
40,Saturday,Seagate-Coney Island,1.0,1756.21,2037.8563356617376
40,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,15.0,26343.15,26396.94375634837
40,Saturday,Stuyvesant Town-Cooper Village,1.0,1756.21,4492.886051247549
40,Saturday,Turtle Bay-East Midtown,12.666666666666666,22245.326666666668,27766.035786596152
40,Saturday,Upper East Side-Carnegie Hill,18.583333333333332,32636.235833333332,28474.055272577378
40,Saturday,Upper West Side,18.0,31611.78,24603.914486972768
40,Saturday,West Village,23.816666666666666,41827.068166666664,32127.155285735487
40,Saturday,Yorkville,8.0,14049.68,19272.224795748894
40,Saturday,park-cemetery-etc-Manhattan,4.0,7024.84,10777.858075151888
40,Sunday,Airport,12.5,21952.625,20589.965368058507
40,Sunday,Battery Park City-Lower Manhattan,4.0,7024.84,15839.93604386976
40,Sunday,Brooklyn Heights-Cobble Hill,1.0,1756.21,2989.2286450137403
40,Sunday,Bushwick South,1.0,1756.21,2159.351632444961
40,Sunday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,3768.6087629117415
40,Sunday,Central Harlem North-Polo Grounds,1.0,1756.21,2199.73231859724
40,Sunday,Central Harlem South,1.0,1756.21,3480.2353495327675
40,Sunday,Chinatown,8.0,14049.68,13741.530363812044
40,Sunday,Clinton,12.833333333333334,22538.028333333335,23338.47504123484
40,Sunday,Crown Heights North,1.0,1756.21,2000.5634592170984
40,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,4564.962847129901
40,Sunday,East Elmhurst,1.0,1756.21,2031.2326134073596
40,Sunday,East Harlem North,2.0,3512.42,3358.7074499426244
40,Sunday,East Harlem South,5.0,8781.05,5771.311677595658
40,Sunday,East Village,14.0,24586.940000000002,22557.30975499989
40,Sunday,East Williamsburg,1.0,1756.21,2384.20997430996
40,Sunday,Forest Hills,1.0,1756.21,2158.194789400697
40,Sunday,Gramercy,11.0,19318.31,18031.339322174637
40,Sunday,Greenpoint,2.0,3512.42,3049.264507654419
40,Sunday,Hamilton Heights,1.0,1756.21,2272.580784920614
40,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,18.5,32489.885000000002,34936.33152415586
40,Sunday,Lenox Hill-Roosevelt Island,9.0,15805.89,20175.734718472253
40,Sunday,Lincoln Square,11.0,19318.31,21319.02716766589
40,Sunday,Lower East Side,2.0,3512.42,5476.747327751164
40,Sunday,Midtown-Midtown South,20.2,35475.442,43483.37658079396
40,Sunday,Midwood,1.0,1756.21,1998.763390476114
40,Sunday,Morningside Heights,3.0,5268.63,7574.637769669444
40,Sunday,Murray Hill-Kips Bay,17.666666666666668,31026.37666666667,22906.427824204784
40,Sunday,North Side-South Side,4.0,7024.84,5857.144636660943
40,Sunday,Ocean Parkway South,1.0,1756.21,2079.3019541730937
40,Sunday,Park Slope-Gowanus,1.0,1756.21,3107.610252524762
40,Sunday,Pelham Bay-Country Club-City Island,1.0,1756.21,1987.9687436437785
40,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,13.0,22830.73,25911.70866946984
40,Sunday,Steinway,1.0,1756.21,2076.8253837169955
40,Sunday,Stuyvesant Town-Cooper Village,4.5,7902.945,4267.494771934365
40,Sunday,Turtle Bay-East Midtown,13.0,22830.73,26312.717420271736
40,Sunday,Upper East Side-Carnegie Hill,14.0,24586.940000000002,25659.69502437235
40,Sunday,Upper West Side,14.5,25465.045000000002,23121.07503286964
40,Sunday,Washington Heights South,1.0,1756.21,2396.487689330956
40,Sunday,West Village,27.166666666666668,47710.37166666667,31165.86529103293
40,Sunday,Woodside,1.0,1756.21,2252.768431377367
40,Sunday,Yorkville,13.0,22830.73,17274.42734675047
40,Sunday,park-cemetery-etc-Manhattan,10.0,17562.1,9907.720409157368
40,Thursday,Airport,13.0,22830.73,21295.53403552854
40,Thursday,Astoria,2.0,3512.42,3308.3787828009285
40,Thursday,Baisley Park,1.0,1756.21,2015.703203089776
40,Thursday,Battery Park City-Lower Manhattan,13.0,22830.73,18526.783445809004
40,Thursday,Carroll Gardens-Columbia Street-Red Hook,4.0,7024.84,3520.4523023733022
40,Thursday,Central Harlem South,2.0,3512.42,3173.071227372194
40,Thursday,Chinatown,4.0,7024.84,11451.283652129114
40,Thursday,Clinton,13.0,22830.73,23413.826715134477
40,Thursday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,3969.320543411209
40,Thursday,East Elmhurst,1.0,1756.21,2026.906935584884
40,Thursday,East Harlem North,1.0,1756.21,3274.194213436825
40,Thursday,East Harlem South,2.0,3512.42,6354.630163708886
40,Thursday,East Village,13.0,22830.73,19506.448596705
40,Thursday,Gramercy,13.0,22830.73,18523.94966575436
40,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,25.233333333333334,44315.032333333336,37244.999945333424
40,Thursday,Hunters Point-Sunnyside-West Maspeth,4.0,7024.84,4030.8128843133823
