week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,predicted_demand
39,Friday,Lower East Side,2.0,3512.42,4521.059231444143
39,Friday,Manhattanville,1.0,1756.21,2284.0442173593456
39,Friday,Midtown-Midtown South,25.316666666666666,44461.38316666667,46525.52108497133
39,Friday,Morningside Heights,8.0,14049.68,8695.970270763177
39,Friday,Murray Hill-Kips Bay,10.0,17562.1,24558.973082943456
39,Friday,North Side-South Side,2.0,3512.42,4398.848293078839
39,Friday,Park Slope-Gowanus,2.0,3512.42,2701.5238148820963
39,Friday,SoHo-TriBeCa-Civic Center-Little Italy,19.166666666666668,33660.69166666667,27252.18463295593
39,Friday,Stuyvesant Town-Cooper Village,1.0,1756.21,3744.666401299384
39,Friday,Turtle Bay-East Midtown,16.416666666666668,28831.11416666667,29341.172036068663
39,Friday,Upper East Side-Carnegie Hill,18.333333333333332,32197.18333333333,29605.176545595725
39,Friday,Upper West Side,13.0,22830.73,24200.804794512256
39,Friday,West Village,20.833333333333332,36587.70833333333,32347.82998565527
39,Friday,Yorkville,7.0,12293.470000000001,18794.5464161228
39,Friday,park-cemetery-etc-Manhattan,5.0,8781.05,10691.435873648776
39,Monday,Airport,8.333333333333334,14635.083333333334,22496.813910250898
39,Monday,Astoria,1.0,1756.21,3183.5757175206545
39,Monday,Battery Park City-Lower Manhattan,8.0,14049.68,15973.79405888198
39,Monday,Central Harlem South,3.0,5268.63,3141.7804440615446
39,Monday,Chinatown,3.0,5268.63,8776.923336363761
39,Monday,Clinton,10.5,18440.205,21524.29235554085
39,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,3812.748472106676
39,Monday,East Harlem North,1.0,1756.21,2999.3447520931745
39,Monday,East Village,8.5,14927.785,16575.321226471642
39,Monday,East Williamsburg,1.0,1756.21,2235.517053599989
39,Monday,Gramercy,8.0,14049.68,16115.607856706049
39,Monday,Greenpoint,1.0,1756.21,2563.606209188701
39,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,22.166666666666668,38929.32166666667,33755.3764051513
39,Monday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,4005.549306485031
39,Monday,Jackson Heights,1.0,1756.21,2097.16246239722
39,Monday,Jamaica Estates-Holliswood,1.0,1756.21,1945.2876698638408
39,Monday,Kensington-Ocean Parkway,1.0,1756.21,1914.5165584937895
39,Monday,Lenox Hill-Roosevelt Island,15.5,27221.255,21962.6121387085
39,Monday,Lincoln Square,14.0,24586.940000000002,21658.500975590618
39,Monday,Lower East Side,3.0,5268.63,3973.0379871707432
39,Monday,Manhattanville,1.0,1756.21,2291.919631083817
39,Monday,Midtown-Midtown South,23.983333333333334,42119.76983333334,45430.681738586194
39,Monday,Morningside Heights,6.0,10537.26,7651.53413067629
39,Monday,Murray Hill-Kips Bay,14.5,25465.045000000002,21203.230874962268
39,Monday,North Side-South Side,1.0,1756.21,3760.751631812465
39,Monday,Park Slope-Gowanus,1.0,1756.21,2495.061316677818
39,Monday,SoHo-TriBeCa-Civic Center-Little Italy,18.333333333333332,32197.18333333333,23969.939402739456
39,Monday,Steinway,1.0,1756.21,1898.1972187873723
39,Monday,Stuyvesant Town-Cooper Village,3.0,5268.63,3304.874155006481
39,Monday,Turtle Bay-East Midtown,16.833333333333332,29562.868333333332,27866.096324397757
39,Monday,Upper East Side-Carnegie Hill,20.833333333333336,36587.708333333336,27769.267420072727
39,Monday,Upper West Side,14.25,25025.9925,21871.184614069723
39,Monday,West Village,16.0,28099.36,29010.114765626786
39,Monday,Woodside,1.0,1756.21,1941.6650377683875
39,Monday,Yorkville,9.0,15805.89,15282.273727742191
39,Monday,park-cemetery-etc-Manhattan,5.0,8781.05,9161.06567630189
39,Monday,park-cemetery-etc-Queens,1.0,1756.21,1948.908083680825
39,Saturday,Airport,10.5,18440.205,18672.294790207467
39,Saturday,Astoria,1.0,1756.21,3765.910550949311
39,Saturday,Battery Park City-Lower Manhattan,7.25,12732.522500000001,17855.682408137716
39,Saturday,Bedford,1.0,1756.21,2268.6910922567545
39,Saturday,Carroll Gardens-Columbia Street-Red Hook,3.0,5268.63,4026.204680363691
39,Saturday,Central Harlem South,1.0,1756.21,4111.996887100883
39,Saturday,Chinatown,7.5,13171.575,15318.36842285906
39,Saturday,Clinton,12.0,21074.52,25301.39582741896
39,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,5.0,8781.05,4843.255174186867
39,Saturday,East Elmhurst,1.0,1756.21,2132.1205895990843
39,Saturday,East Harlem North,2.0,3512.42,3637.981460952204
39,Saturday,East Harlem South,5.0,8781.05,5984.673262728139
39,Saturday,East Village,15.25,26782.2025,22854.21666495475
39,Saturday,East Williamsburg,3.0,5268.63,3015.561644766181
39,Saturday,Elmhurst,1.0,1756.21,2406.955302098828
39,Saturday,Flushing,1.0,1756.21,2100.3049515488183
39,Saturday,Gramercy,17.5,30733.675,19756.66718972473
39,Saturday,Greenpoint,3.0,5268.63,3393.788926073855
39,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,21.666666666666668,38051.21666666667,37158.89680547767
39,Saturday,Hunters Point-Sunnyside-West Maspeth,4.0,7024.84,5130.256707731429
39,Saturday,Lenox Hill-Roosevelt Island,18.0,31611.78,23458.49195845163
39,Saturday,Lincoln Square,13.333333333333334,23416.133333333335,24125.27941091717
39,Saturday,Lower East Side,5.0,8781.05,6853.416592258247
39,Saturday,Midtown-Midtown South,23.916666666666668,42002.68916666667,45382.88078995656
39,Saturday,Morningside Heights,5.0,8781.05,8272.164936942652
39,Saturday,Murray Hill-Kips Bay,14.583333333333334,25611.395833333336,24464.78171900973
39,Saturday,North Side-South Side,4.0,7024.84,6509.2635646490735
39,Saturday,Park Slope-Gowanus,1.0,1756.21,3501.514112082803
39,Saturday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2797.5365353972707
39,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,18.833333333333332,33075.28833333333,26822.55566694076
39,Saturday,Steinway,1.0,1756.21,2316.822188451487
39,Saturday,Stuyvesant Town-Cooper Village,3.0,5268.63,4601.338434471499
39,Saturday,Turtle Bay-East Midtown,14.0,24586.940000000002,28286.435452899503
39,Saturday,Upper East Side-Carnegie Hill,11.833333333333334,20781.818333333336,28465.13973475296
39,Saturday,Upper West Side,10.333333333333334,18147.503333333334,24656.503639822316
39,Saturday,Washington Heights South,2.0,3512.42,2453.614866918548
39,Saturday,West Village,15.666666666666668,27513.95666666667,32245.48646659794
39,Saturday,Yorkville,11.333333333333334,19903.713333333333,18864.63723957928
39,Saturday,park-cemetery-etc-Manhattan,2.0,3512.42,10810.878296282552
39,Sunday,Airport,13.5,23708.835,20691.93195477801
39,Sunday,Astoria,2.0,3512.42,4044.6845215685576
39,Sunday,Battery Park City-Lower Manhattan,8.0,14049.68,15537.131907419414
39,Sunday,Briarwood-Jamaica Hills,1.0,1756.21,2250.2145876086097
39,Sunday,Brooklyn Heights-Cobble Hill,3.0,5268.63,3273.580186696752
39,Sunday,Bushwick South,1.0,1756.21,2399.20901583228
39,Sunday,Chinatown,12.5,21952.625,14033.897735415225
39,Sunday,Clinton,15.666666666666666,27513.956666666665,23813.609272001355
39,Sunday,Clinton Hill,1.0,1756.21,2613.890071999053
39,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,4892.681815432232
39,Sunday,East Harlem North,3.0,5268.63,3673.3190645556647
39,Sunday,East Harlem South,3.0,5268.63,6039.622707804104
39,Sunday,East Village,16.333333333333332,28684.763333333332,22634.382827771584
39,Sunday,East Williamsburg,1.0,1756.21,2831.1752058412435
39,Sunday,Elmhurst,2.0,3512.42,2642.908933718615
39,Sunday,Gramercy,9.0,15805.89,17863.250800765534
39,Sunday,Greenpoint,3.0,5268.63,3474.0189717390035
39,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,23.833333333333332,41856.33833333333,35408.82641888338
39,Sunday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,4694.661770958513
39,Sunday,Lenox Hill-Roosevelt Island,10.0,17562.1,21436.26659975884
39,Sunday,Lincoln Square,9.5,16683.995,21991.00013219409
39,Sunday,Lower East Side,3.0,5268.63,5954.341158259626
39,Sunday,Manhattanville,1.0,1756.21,2704.908054555656
39,Sunday,Midtown-Midtown South,25.266666666666666,44373.57266666667,43491.45493804959
39,Sunday,Morningside Heights,7.0,12293.470000000001,8236.609414923252
39,Sunday,Murray Hill-Kips Bay,13.0,22830.73,23240.38367630064
39,Sunday,North Side-South Side,6.0,10537.26,6409.250493039193
39,Sunday,Old Astoria,1.0,1756.21,2636.442831186917
39,Sunday,Park Slope-Gowanus,2.0,3512.42,3348.2222259805235
39,Sunday,Prospect Heights,2.0,3512.42,2527.623768523268
39,Sunday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2752.859700415986
39,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,13.0,22830.73,26482.864488504943
39,Sunday,Steinway,1.0,1756.21,2333.5939904099428
39,Sunday,Stuyvesant Town-Cooper Village,3.0,5268.63,4460.941939585255
39,Sunday,Turtle Bay-East Midtown,19.333333333333332,33953.39333333333,27067.33435563358
39,Sunday,Upper East Side-Carnegie Hill,18.0,31611.78,26000.54028738303
39,Sunday,Upper West Side,13.666666666666666,24001.536666666667,23673.91004722369
39,Sunday,West Village,18.03333333333333,31670.32033333333,31428.21512091426
39,Sunday,Yorkville,10.0,17562.1,16889.010048701515
39,Sunday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,10081.16440992357
39,Thursday,Airport,13.5,23708.835,21253.327441801644
39,Thursday,Battery Park City-Lower Manhattan,11.0,19318.31,18011.20431495448
39,Thursday,Brooklyn Heights-Cobble Hill,1.0,1756.21,2703.582025502353
39,Thursday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,3613.043758309652
39,Thursday,Central Harlem South,2.0,3512.42,3173.4996947565387
39,Thursday,Chinatown,3.0,5268.63,11490.802578224284
39,Thursday,Clinton,10.666666666666666,18732.906666666666,23690.950898299303
39,Thursday,East Harlem South,10.0,17562.1,6550.646604191905
39,Thursday,East Village,13.0,22830.73,19403.82625124927
39,Thursday,East Williamsburg,1.0,1756.21,2442.8886578686675
39,Thursday,Elmhurst-Maspeth,1.0,1756.21,2330.0180738782637
39,Thursday,Gramercy,11.0,19318.31,18247.98208199339
39,Thursday,Greenpoint,1.0,1756.21,2747.578471182094
39,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,19.366666666666667,34011.93366666667,37575.64145190357
39,Thursday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,4153.361873867663
39,Thursday,Kensington-Ocean Parkway,1.0,1756.21,2061.3777637810053
39,Thursday,Lenox Hill-Roosevelt Island,12.5,21952.625,23288.92293600697
39,Thursday,Lincoln Square,19.0,33367.99,24461.24291345731
39,Thursday,Lower East Side,2.0,3512.42,4676.048508305756
39,Thursday,Midtown-Midtown South,20.366666666666667,35768.14366666667,47330.07827936231
39,Thursday,Morningside Heights,5.0,8781.05,8561.578641954575
39,Thursday,Murray Hill-Kips Bay,11.0,19318.31,25648.81356316493
39,Thursday,Park Slope-Gowanus,1.0,1756.21,2709.2911530945557
39,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,17.0,29855.57,27270.935917045477
39,Thursday,Soundview-Castle Hill-Clason Point-Harding Park,1.0,1756.21,2183.9282735447364
39,Thursday,South Ozone Park,1.0,1756.21,2105.3855016661373
39,Thursday,Steinway,1.0,1756.21,2118.749696333442
39,Thursday,Turtle Bay-East Midtown,20.5,36002.305,30518.267091405192
39,Thursday,Upper East Side-Carnegie Hill,18.833333333333332,33075.28833333333,30853.004225871817
39,Thursday,Upper West Side,14.5,25465.045000000002,24841.8856075409
39,Thursday,Washington Heights South,1.0,1756.21,2312.481887540897
39,Thursday,West Village,20.566666666666666,36119.38566666667,31989.50131225559
39,Thursday,Woodside,1.0,1756.21,2189.283570368202
39,Thursday,Yorkville,6.5,11415.365,18101.51557352768
39,Thursday,park-cemetery-etc-Manhattan,5.0,8781.05,10701.82186551768
39,Thursday,park-cemetery-etc-Queens,1.0,1756.21,2284.651812056503
39,Tuesday,Airport,10.5,18440.205,21384.85322864742
39,Tuesday,Astoria,4.0,7024.84,2781.431225000733
39,Tuesday,Battery Park City-Lower Manhattan,11.5,20196.415,16867.495988076847
39,Tuesday,Bedford,1.0,1756.21,1614.8057954259828
39,Tuesday,Brooklyn Heights-Cobble Hill,1.0,1756.21,2310.1505389524536
39,Tuesday,Central Harlem South,1.0,1756.21,2632.1259515639576
39,Tuesday,Chinatown,5.0,8781.05,8829.867698520933
39,Tuesday,Clinton,11.0,19318.31,23065.00121038597
39,Tuesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3343.2435341317064
39,Tuesday,East Harlem North,2.0,3512.42,2474.7833645885107
39,Tuesday,East Harlem South,2.0,3512.42,5289.077777788626
39,Tuesday,East Village,5.0,8781.05,17491.275512017968
39,Tuesday,Forest Hills,1.0,1756.21,1828.3896692025528
39,Tuesday,Fort Greene,1.0,1756.21,1714.7733166036462
39,Tuesday,Gramercy,7.0,12293.470000000001,16148.43852395641
39,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,18.833333333333332,33075.28833333333,35537.35035543082
39,Tuesday,Hunters Point-Sunnyside-West Maspeth,4.0,7024.84,3351.1130431609886
39,Tuesday,Lenox Hill-Roosevelt Island,15.25,26782.2025,22648.712560990956
39,Tuesday,Lincoln Square,14.5,25465.045000000002,22878.57350536588
39,Tuesday,Lower East Side,3.0,5268.63,3933.866417267768
39,Tuesday,Manhattanville,2.0,3512.42,2004.593421202101
39,Tuesday,Midtown-Midtown South,27.816666666666666,48851.90816666667,47226.472857778645
39,Tuesday,Morningside Heights,6.0,10537.26,7888.474520499607
39,Tuesday,Murray Hill-Kips Bay,14.5,25465.045000000002,23759.45993228924
39,Tuesday,North Side-South Side,2.0,3512.42,3408.7879284111423
39,Tuesday,Old Astoria,1.0,1756.21,1636.507583291385
39,Tuesday,Park Slope-Gowanus,2.0,3512.42,1960.0664799400224
39,Tuesday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2085.083499242832
39,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,11.5,20196.415,25866.86733602639
39,Tuesday,Stuyvesant Town-Cooper Village,1.0,1756.21,2728.844617610702
39,Tuesday,Turtle Bay-East Midtown,10.0,17562.1,28882.495512537185
39,Tuesday,Upper East Side-Carnegie Hill,14.25,25025.9925,29606.10540191899
39,Tuesday,Upper West Side,15.333333333333334,26928.553333333333,23337.34597989842
39,Tuesday,West Village,15.5,27221.255,28695.156786372598
39,Tuesday,Yorkville,7.0,12293.470000000001,15210.14432374984
39,Tuesday,park-cemetery-etc-Manhattan,6.0,10537.26,11002.334856961885
39,Wednesday,Airport,8.0,14049.68,20795.2567474187
39,Wednesday,Astoria,2.0,3512.42,2724.926690117335
39,Wednesday,Battery Park City-Lower Manhattan,7.0,12293.470000000001,17075.75272746291
39,Wednesday,Brooklyn Heights-Cobble Hill,2.0,3512.42,2383.656661296084
39,Wednesday,Carroll Gardens-Columbia Street-Red Hook,3.0,5268.63,3322.491447984969
39,Wednesday,Chinatown,7.0,12293.470000000001,11050.967326890952
39,Wednesday,Clinton,11.5,20196.415,23317.69103085006
39,Wednesday,Corona,1.0,1756.21,1840.351601971139
39,Wednesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3760.9397232448023
39,Wednesday,East Harlem North,2.0,3512.42,2895.841681163145
39,Wednesday,East Harlem South,5.0,8781.05,5836.223966635143
39,Wednesday,East New York,1.0,1756.21,1809.8583635926136
39,Wednesday,East Village,6.0,10537.26,17731.615534835826
39,Wednesday,East Williamsburg,1.0,1756.21,2026.1619734851067
39,Wednesday,Flatbush,1.0,1756.21,1716.5702148931766
39,Wednesday,Gramercy,6.5,11415.365,16974.057595928163
39,Wednesday,Greenpoint,1.0,1756.21,2195.388045205801
39,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,23.916666666666668,42002.68916666667,35819.62464551252
39,Wednesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,3651.11753441709
39,Wednesday,Jackson Heights,1.0,1756.21,1790.71178313768
39,Wednesday,Lenox Hill-Roosevelt Island,15.0,26343.15,22756.04367102922
39,Wednesday,Lincoln Square,18.0,31611.78,23008.54529064932
39,Wednesday,Lower East Side,2.0,3512.42,3753.084298444685
39,Wednesday,Manhattanville,1.0,1756.21,1894.7647866690909
39,Wednesday,Melrose South-Mott Haven North,1.0,1756.21,1751.50083927448
39,Wednesday,Midtown-Midtown South,26.65,46802.9965,47101.23472742118
39,Wednesday,Morningside Heights,6.0,10537.26,7899.794461566017
39,Wednesday,Murray Hill-Kips Bay,11.333333333333334,19903.713333333333,23270.95051341362
39,Wednesday,Old Astoria,1.0,1756.21,1848.9393937753696
39,Wednesday,Prospect Heights,1.0,1756.21,1786.8930145249512
39,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,13.666666666666666,24001.536666666667,25555.79905407738
39,Wednesday,Stuyvesant Town-Cooper Village,1.0,1756.21,2846.1845502946085
39,Wednesday,Turtle Bay-East Midtown,13.5,23708.835,29344.06428569893
39,Wednesday,Upper East Side-Carnegie Hill,17.833333333333332,31319.07833333333,29487.669135790416
39,Wednesday,Upper West Side,14.0,24586.940000000002,23872.4605051644
39,Wednesday,West Village,20.833333333333332,36587.70833333333,29988.7580765539
39,Wednesday,Yorkville,11.333333333333334,19903.713333333333,16835.98116368449
39,Wednesday,park-cemetery-etc-Manhattan,5.0,8781.05,10563.445039506254
4,Friday,Airport,7.5,13171.575,20039.01950221058
4,Friday,Astoria,1.0,1756.21,3195.2844746794176
4,Friday,Battery Park City-Lower Manhattan,10.0,17562.1,18239.27039643571
4,Friday,Brooklyn Heights-Cobble Hill,2.0,3512.42,3182.3081846904747
4,Friday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,2825.677653625577
4,Friday,Central Harlem South,1.0,1756.21,3571.895912892419
4,Friday,Chinatown,12.0,21074.52,14896.883224688863
4,Friday,Clinton,13.333333333333334,23416.133333333335,25687.539437548254
4,Friday,East Harlem South,1.0,1756.21,6048.576915439904
4,Friday,East Village,12.0,21074.52,22450.170477627496
4,Friday,Elmhurst,2.0,3512.42,2404.0204224278773
4,Friday,Gramercy,9.0,15805.89,20204.456803879537
4,Friday,Hamilton Heights,1.0,1756.21,2512.550575834599
4,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,21.583333333333332,37904.86583333333,36803.67794522154
4,Friday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,3898.0999661148985
4,Friday,Lenox Hill-Roosevelt Island,16.0,28099.36,25043.83543409421
4,Friday,Lincoln Square,12.0,21074.52,24162.028685232694
4,Friday,Lower East Side,4.0,7024.84,5665.408857720455
4,Friday,Midtown-Midtown South,27.766666666666666,48764.09766666667,44913.79841051844
4,Friday,Morningside Heights,6.0,10537.26,8596.537486841016
4,Friday,Murray Hill-Kips Bay,18.0,31611.78,28176.94560671069
4,Friday,North Side-South Side,1.0,1756.21,4335.532920338776
4,Friday,Park Slope-Gowanus,1.0,1756.21,2563.359843588913
4,Friday,SoHo-TriBeCa-Civic Center-Little Italy,14.333333333333334,25172.343333333334,26907.843812802963
4,Friday,Steinway,3.0,5268.63,2461.000043240848
4,Friday,Stuyvesant Town-Cooper Village,1.0,1756.21,4244.882830262707
4,Friday,Turtle Bay-East Midtown,20.7,36353.547,30921.03931495449
4,Friday,Upper East Side-Carnegie Hill,16.766666666666666,29445.787666666667,30478.14626149884
4,Friday,Upper West Side,14.333333333333334,25172.343333333334,26860.09586094328
4,Friday,Washington Heights South,1.0,1756.21,2142.638000241207
4,Friday,West Village,20.333333333333332,35709.60333333333,32095.80776850359
4,Friday,Yorkville,11.5,20196.415,22500.36245923276
4,Friday,park-cemetery-etc-Brooklyn,1.0,1756.21,1974.4095520152437
4,Friday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,10959.92386896733
4,Monday,Airport,12.583333333333334,22098.975833333334,21484.96266795559
4,Monday,Battery Park City-Lower Manhattan,9.0,15805.89,16028.06753490233
4,Monday,Central Harlem North-Polo Grounds,1.0,1756.21,1969.4068134369825
4,Monday,Central Harlem South,3.0,5268.63,3160.706227669604
4,Monday,Chinatown,7.0,12293.470000000001,10143.61343978184
4,Monday,Clinton,14.0,24586.940000000002,22813.440696239173
4,Monday,Crown Heights North,1.0,1756.21,1663.200616456622
4,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,2834.3608167022558
4,Monday,East Elmhurst,1.0,1756.21,1902.8533464268496
4,Monday,East Harlem North,3.0,5268.63,3118.141324560524
4,Monday,East Harlem South,1.0,1756.21,5262.71466606523
4,Monday,East Village,8.0,14049.68,17782.05386773416
4,Monday,Flushing,1.0,1756.21,1784.5821391874422
4,Monday,Gramercy,11.0,19318.31,17009.31618710987
4,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,17.833333333333332,31319.07833333333,31600.150847222627
4,Monday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,3297.1093394839518
4,Monday,Lenox Hill-Roosevelt Island,12.0,21074.52,21752.38809665264
4,Monday,Lincoln Square,9.0,15805.89,21277.322226418364
4,Monday,Lower East Side,4.0,7024.84,4602.563445806322
4,Monday,Midtown-Midtown South,21.983333333333334,38607.349833333334,43280.302155019366
4,Monday,Morningside Heights,3.0,5268.63,6717.523033732485
4,Monday,Murray Hill-Kips Bay,17.0,29855.57,24014.40368521388
4,Monday,SoHo-TriBeCa-Civic Center-Little Italy,11.0,19318.31,23156.544148296667
4,Monday,Stuyvesant Town-Cooper Village,3.0,5268.63,3364.848151415445
4,Monday,Turtle Bay-East Midtown,13.333333333333334,23416.133333333335,28117.60402793462
4,Monday,Upper East Side-Carnegie Hill,18.0,31611.78,28219.63668836845
4,Monday,Upper West Side,14.666666666666666,25757.746666666666,23382.144933922817
4,Monday,West Village,16.75,29416.5175,28442.027834691824
4,Monday,Woodside,1.0,1756.21,1708.0592817094189
4,Monday,Yorkville,15.0,26343.15,18490.646799053942
4,Monday,park-cemetery-etc-Manhattan,4.0,7024.84,8467.608804012058
4,Saturday,Airport,10.0,17562.1,18324.088173463297
4,Saturday,Astoria,1.0,1756.21,3313.8168505428657
4,Saturday,Battery Park City-Lower Manhattan,15.0,26343.15,18071.94940110546
4,Saturday,Bedford Park-Fordham North,1.0,1756.21,1999.290632361662
4,Saturday,Brooklyn Heights-Cobble Hill,1.0,1756.21,3177.9027050802456
4,Saturday,Bushwick South,1.0,1756.21,1981.721555858816
4,Saturday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,3036.100941916345
4,Saturday,Central Harlem North-Polo Grounds,1.0,1756.21,2188.067605020066
4,Saturday,Central Harlem South,1.0,1756.21,4234.178856630909
4,Saturday,Chinatown,12.0,21074.52,17288.769360886585
4,Saturday,Clinton,11.0,19318.31,26263.58278254489
4,Saturday,Clinton Hill,2.0,3512.42,2823.1363405284565
4,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,3786.240407668958
4,Saturday,East Harlem North,2.0,3512.42,3831.0000806424096
4,Saturday,East Harlem South,3.0,5268.63,5603.400288646636
4,Saturday,East Village,13.833333333333332,24294.23833333333,24476.99252084732
4,Saturday,East Williamsburg,1.0,1756.21,2627.2342137117557
4,Saturday,Elmhurst,1.0,1756.21,2127.030506154409
4,Saturday,Forest Hills,1.0,1756.21,2147.83207662564
4,Saturday,Fort Greene,1.0,1756.21,2594.9638394369667
4,Saturday,Gramercy,13.666666666666666,24001.536666666667,21687.911605990284
4,Saturday,Greenpoint,1.0,1756.21,2912.394722248163
4,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,16.333333333333332,28684.763333333332,35410.498560295695
4,Saturday,Jackson Heights,1.0,1756.21,2412.8375446647365
4,Saturday,Kew Gardens Hills,1.0,1756.21,2051.562797655435
4,Saturday,Lenox Hill-Roosevelt Island,13.0,22830.73,23712.77895008658
4,Saturday,Lincoln Square,16.0,28099.36,23736.586451624276
4,Saturday,Longwood,1.0,1756.21,2078.1118354224336
4,Saturday,Lower East Side,7.0,12293.470000000001,7839.505689055796
4,Saturday,Midtown-Midtown South,19.516666666666666,34275.36516666666,43099.23190864717
4,Saturday,Morningside Heights,4.0,7024.84,7773.230176378845
4,Saturday,Murray Hill-Kips Bay,19.916666666666668,34977.84916666667,27759.807052584183
4,Saturday,North Side-South Side,3.0,5268.63,6156.359054732215
4,Saturday,Old Astoria,1.0,1756.21,2291.5797620032577
4,Saturday,Park Slope-Gowanus,1.0,1756.21,3002.859394821183
4,Saturday,Prospect Heights,2.0,3512.42,2182.8526492227625
4,Saturday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,3088.8448001273573
4,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,15.333333333333334,26928.553333333333,26504.06554908616
4,Saturday,Stuyvesant Town-Cooper Village,3.0,5268.63,4753.042327798827
4,Saturday,Turtle Bay-East Midtown,21.333333333333332,37465.81333333333,29672.94072379861
4,Saturday,Upper East Side-Carnegie Hill,17.5,30733.675,29365.768876071405
4,Saturday,Upper West Side,20.0,35124.2,27175.6660731638
4,Saturday,Washington Heights South,1.0,1756.21,2171.951494513032
4,Saturday,West Village,18.5,32489.885000000002,31795.189272148677
4,Saturday,Williamsburg,1.0,1756.21,2005.8018137031388
4,Saturday,Woodside,1.0,1756.21,2165.0258211514365
4,Saturday,Yorkville,16.25,28538.412500000002,22600.43914668855
4,Saturday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,10757.750018872262
4,Sunday,Airport,12.666666666666666,22245.326666666668,20407.00387599055
4,Sunday,Astoria,2.0,3512.42,3816.943268290423
4,Sunday,Battery Park City-Lower Manhattan,9.0,15805.89,16427.45027908549
4,Sunday,Bedford,1.0,1756.21,2477.5655313441125
4,Sunday,Bushwick North,1.0,1756.21,2504.241013263801
4,Sunday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,3418.464436593734
4,Sunday,Central Harlem South,3.0,5268.63,4123.722987119346
4,Sunday,Chinatown,10.0,17562.1,15939.19493627058
4,Sunday,Clinton,15.7,27572.497,25354.88469769265
4,Sunday,Clinton Hill,1.0,1756.21,3094.6834128164915
4,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,4150.881082361841
4,Sunday,East Harlem South,2.0,3512.42,5966.990260970025
4,Sunday,East Village,17.833333333333332,31319.07833333333,24160.650916507413
4,Sunday,Fort Greene,1.0,1756.21,2974.316924046985
4,Sunday,Gramercy,12.5,21952.625,19341.60446898461
4,Sunday,Greenpoint,4.0,7024.84,3205.7440257741623
4,Sunday,Hamilton Heights,1.0,1756.21,2567.375902984328
4,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,25.833333333333332,45368.75833333333,34333.36218342894
4,Sunday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,4291.507107159175
4,Sunday,Lenox Hill-Roosevelt Island,15.666666666666666,27513.956666666665,23159.451521843133
4,Sunday,Lincoln Square,12.0,21074.52,22222.82230792108
4,Sunday,Lindenwood-Howard Beach,1.0,1756.21,2193.760545557453
4,Sunday,Lower East Side,4.0,7024.84,6943.973806278654
4,Sunday,Manhattanville,2.0,3512.42,2819.6395117364686
4,Sunday,Midtown-Midtown South,26.483333333333334,46510.29483333333,42476.212025908986
4,Sunday,Morningside Heights,1.0,1756.21,7423.877067781958
4,Sunday,Murray Hill-Kips Bay,16.333333333333332,28684.763333333332,26544.1490925312
