week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,drivers_needed,drivers_needed_pred
18,Tuesday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,213.29732992014624
18,Tuesday,Central Harlem South,1.0,1756.21,161,242.25904123325668
18,Tuesday,Chinatown,8.0,14049.68,1289,1001.8465681961196
18,Tuesday,Clinton,15.5,27221.255,2497,2364.2851551759945
18,Tuesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4.0,7024.84,644,353.1667895340452
18,Tuesday,East Harlem North,1.0,1756.21,161,263.8632769785045
18,Tuesday,East Harlem South,3.0,5268.63,483,584.316958627992
18,Tuesday,East Village,9.0,15805.89,1450,1833.8767659024636
18,Tuesday,East Williamsburg,1.0,1756.21,161,181.64229265969092
18,Tuesday,Forest Hills,1.0,1756.21,161,168.86917869926154
18,Tuesday,Gramercy,7.0,12293.470000000001,1128,1723.18892940684
18,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,15.5,27221.255,2497,3176.250787578321
18,Tuesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,279.19489414984605
18,Tuesday,Jackson Heights,1.0,1756.21,161,176.27336218064136
18,Tuesday,Lenox Hill-Roosevelt Island,17.25,30294.6225,2779,2254.2759016606906
18,Tuesday,Lincoln Square,13.0,22830.73,2095,2147.328995478407
18,Tuesday,Lower East Side,3.0,5268.63,483,417.51320754754846
18,Tuesday,Manhattanville,1.0,1756.21,161,182.14798055953375
18,Tuesday,Midtown-Midtown South,25.433333333333334,44666.274333333335,4098,4326.949502777096
18,Tuesday,Morningside Heights,4.0,7024.84,644,796.5536078852748
18,Tuesday,Murray Hill-Kips Bay,14.666666666666668,25757.74666666667,2363,2447.155175806669
18,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,17.0,29855.57,2739,2533.6977063927093
18,Tuesday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,314.19834818998606
18,Tuesday,Turtle Bay-East Midtown,19.233333333333334,33777.772333333334,3099,2911.4175007095755
18,Tuesday,Upper East Side-Carnegie Hill,16.583333333333332,29123.81583333333,2672,2816.106354974642
18,Tuesday,Upper West Side,14.5,25465.045000000002,2336,2503.417228435936
18,Tuesday,Washington Heights South,1.0,1756.21,161,154.5801765267639
18,Tuesday,West Village,14.85,26079.7185,2393,2689.3520643334164
18,Tuesday,Woodside,1.0,1756.21,161,161.8903089071778
18,Tuesday,Yorkville,12.833333333333334,22538.028333333335,2068,1801.785277729156
18,Tuesday,park-cemetery-etc-Manhattan,6.0,10537.26,967,1138.1428001338377
18,Wednesday,Airport,11.0,19318.31,1772,2213.2479982081386
18,Wednesday,Astoria,3.0,5268.63,483,273.76515243346563
18,Wednesday,Battery Park City-Lower Manhattan,13.5,23708.835,2175,1824.612408489265
18,Wednesday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,295.14341432823403
18,Wednesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,280.5193929347093
18,Wednesday,Central Harlem North-Polo Grounds,1.0,1756.21,161,220.0215968333881
18,Wednesday,Central Harlem South,2.0,3512.42,322,284.7879199238294
18,Wednesday,Chinatown,3.0,5268.63,483,1214.9641359184152
18,Wednesday,Clinton,12.833333333333334,22538.028333333335,2068,2428.439576960612
18,Wednesday,East Harlem South,1.0,1756.21,161,646.0440022354732
18,Wednesday,East Village,9.333333333333334,16391.293333333335,1504,1913.0678866748565
18,Wednesday,East Williamsburg,1.0,1756.21,161,211.3153206814272
18,Wednesday,Gramercy,11.0,19318.31,1772,1855.193439651832
18,Wednesday,Hamilton Heights,1.0,1756.21,161,205.16719339475668
18,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,20.0,35124.2,3222,3245.517430734025
18,Wednesday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,322,335.7980748625055
18,Wednesday,Lenox Hill-Roosevelt Island,13.5,23708.835,2175,2249.1907269804515
18,Wednesday,Lincoln Square,19.0,33367.99,3061,2223.709426178162
18,Wednesday,Lower East Side,4.0,7024.84,644,431.3413821952628
18,Wednesday,Midtown-Midtown South,29.616666666666667,52013.08616666667,4772,4362.84382847894
18,Wednesday,Morningside Heights,5.0,8781.05,806,841.0812771250318
18,Wednesday,Murray Hill-Kips Bay,16.0,28099.36,2578,2473.995445524735
18,Wednesday,Old Astoria,1.0,1756.21,161,247.54850956222847
18,Wednesday,Old Town-Dongan Hills-South Beach,1.0,1756.21,161,185.09040483942445
18,Wednesday,Park Slope-Gowanus,1.0,1756.21,161,235.0120684667231
18,Wednesday,Prospect Heights,1.0,1756.21,161,202.91538346285844
18,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,17.5,30733.675,2820,2557.301126467134
18,Wednesday,Springfield Gardens South-Brookville,1.0,1756.21,161,196.945628680946
18,Wednesday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,360.24708166365417
18,Wednesday,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,1.0,1756.21,161,180.27054002173523
18,Wednesday,Turtle Bay-East Midtown,19.333333333333332,33953.39333333333,3115,2978.650206163559
18,Wednesday,Upper East Side-Carnegie Hill,17.95,31523.9695,2892,2804.96728850164
18,Wednesday,Upper West Side,24.166666666666668,42441.74166666667,3894,2652.9506918893826
18,Wednesday,West Village,16.833333333333332,29562.868333333332,2712,2829.6793189787145
18,Wednesday,Yorkville,11.5,20196.415,1853,1940.685355714916
18,Wednesday,park-cemetery-etc-Manhattan,9.0,15805.89,1450,1143.2724634031867
19,Friday,Airport,11.0,19318.31,1772,2159.0337014852203
19,Friday,Battery Park City-Lower Manhattan,10.5,18440.205,1692,1843.4770788258152
19,Friday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,323.07394005282146
19,Friday,Bushwick North,1.0,1756.21,161,210.9496223128822
19,Friday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,306.47881908083525
19,Friday,Central Harlem South,2.0,3512.42,322,321.2704083086354
19,Friday,Chinatown,10.0,17562.1,1611,1464.146315774
19,Friday,Clinton,12.333333333333334,21659.923333333336,1987,2555.667001481298
19,Friday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,442.09042757976334
19,Friday,East Harlem North,1.0,1756.21,161,385.9587333868851
19,Friday,East Harlem South,6.0,10537.26,967,692.1065194431318
19,Friday,East Village,14.0,24586.940000000002,2256,2245.476153234274
19,Friday,East Williamsburg,1.0,1756.21,161,235.31761286310584
19,Friday,Fort Greene,2.0,3512.42,322,287.87696774304914
19,Friday,Gramercy,12.0,21074.52,1933,2021.126557219478
19,Friday,Hamilton Heights,1.0,1756.21,161,238.1752244579832
19,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,17.866666666666667,31377.61866666667,2879,3473.221187082997
19,Friday,Hunters Point-Sunnyside-West Maspeth,7.0,12293.470000000001,1128,406.77369421626537
19,Friday,Jackson Heights,1.0,1756.21,161,223.7137604416408
19,Friday,Lenox Hill-Roosevelt Island,20.333333333333332,35709.60333333333,3276,2417.605749373943
19,Friday,Lincoln Square,11.5,20196.415,1853,2291.864729828317
19,Friday,Lower East Side,4.0,7024.84,644,523.9466977868607
19,Friday,Midtown-Midtown South,26.033333333333335,45720.00033333334,4194,4290.637390862111
19,Friday,Morningside Heights,9.0,15805.89,1450,975.901471020108
19,Friday,Murray Hill-Kips Bay,14.416666666666666,25318.694166666664,2323,2590.870027320917
19,Friday,North Side-South Side,4.0,7024.84,644,509.7713705434791
19,Friday,Prospect Lefferts Gardens-Wingate,1.0,1756.21,161,205.451189486148
19,Friday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,322,266.09896981952375
19,Friday,SoHo-TriBeCa-Civic Center-Little Italy,20.583333333333332,36148.65583333333,3316,2705.9515331420907
19,Friday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,456.8855073231914
19,Friday,Turtle Bay-East Midtown,19.8,34772.958,3190,2979.8038927595085
19,Friday,Upper East Side-Carnegie Hill,18.2,31963.022,2932,2953.9245634493377
19,Friday,Upper West Side,15.916666666666668,27953.00916666667,2564,2638.232211643329
19,Friday,West Village,25.35,44519.923500000004,4084,3130.034786252873
19,Friday,Woodhaven,1.0,1756.21,161,200.2794533737344
19,Friday,Yorkville,13.666666666666666,24001.536666666667,2202,2148.166169169964
19,Friday,park-cemetery-etc-Manhattan,8.0,14049.68,1289,1231.4020268064587
19,Monday,Airport,14.0,24586.940000000002,2256,2338.457437554221
19,Monday,Astoria,1.0,1756.21,161,251.67375078191108
19,Monday,Battery Park City-Lower Manhattan,11.0,19318.31,1772,1641.8039922696191
19,Monday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,268.1762383093111
19,Monday,Central Harlem South,1.0,1756.21,161,275.9897429859436
19,Monday,Chinatown,11.0,19318.31,1772,1037.7124550862247
19,Monday,Clinton,10.5,18440.205,1692,2269.632909393085
19,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,483,359.71277007649155
19,Monday,East Harlem North,3.0,5268.63,483,320.9346706693937
19,Monday,East Harlem South,4.0,7024.84,644,617.6627953118228
19,Monday,East Village,6.0,10537.26,967,1770.509964959797
19,Monday,Forest Hills,1.0,1756.21,161,189.01131572372816
19,Monday,Gramercy,9.0,15805.89,1450,1755.9867974905917
19,Monday,Greenpoint,1.0,1756.21,161,209.25893193391397
19,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,17.666666666666664,31026.376666666663,2846,3073.212313285172
19,Monday,Lenox Hill-Roosevelt Island,12.333333333333334,21659.923333333336,1987,2144.3181961983128
19,Monday,Lincoln Square,18.333333333333332,32197.18333333333,2954,2081.9556112131163
19,Monday,Lower East Side,2.0,3512.42,322,421.453648322416
19,Monday,Midtown-Midtown South,31.95,56110.9095,5148,4191.471977526217
19,Monday,Morningside Heights,4.0,7024.84,644,822.5169526858574
19,Monday,Murray Hill-Kips Bay,13.5,23708.835,2175,2184.609362793544
19,Monday,North Corona,1.0,1756.21,161,181.4920518097351
19,Monday,North Side-South Side,5.0,8781.05,806,412.3996629051387
19,Monday,Prospect Heights,1.0,1756.21,161,195.0732858062863
19,Monday,Rego Park,1.0,1756.21,161,179.744900058663
19,Monday,Rugby-Remsen Village,1.0,1756.21,161,179.45075207693273
19,Monday,SoHo-TriBeCa-Civic Center-Little Italy,16.5,28977.465,2658,2396.0834594773896
19,Monday,Turtle Bay-East Midtown,21.166666666666668,37173.11166666667,3410,2807.5863001835246
19,Monday,Upper East Side-Carnegie Hill,17.333333333333332,30440.97333333333,2793,2734.770815310562
19,Monday,Upper West Side,11.333333333333334,19903.713333333333,1826,2332.073212048882
19,Monday,West Village,21.333333333333332,37465.81333333333,3437,2804.206572314693
19,Monday,Yorkville,8.0,14049.68,1289,1720.4408972332517
19,Monday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,1128,1030.0303368759153
19,Monday,park-cemetery-etc-Queens,1.0,1756.21,161,178.75849307885036
19,Saturday,Airport,11.0,19318.31,1772,2009.0462707663385
19,Saturday,Astoria,1.0,1756.21,161,323.5334417710746
19,Saturday,Battery Park City-Lower Manhattan,9.5,16683.995,1531,1822.3936277919693
19,Saturday,Bedford,1.0,1756.21,161,218.0402846484513
19,Saturday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,337.364885747284
19,Saturday,Central Harlem South,2.0,3512.42,322,395.11378197181136
19,Saturday,Chinatown,9.0,15805.89,1450,1671.6976651375494
19,Saturday,Clinton,20.833333333333332,36587.70833333333,3357,2642.678756549419
19,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,471.47867615599625
19,Saturday,East Harlem North,1.0,1756.21,161,395.931654340166
19,Saturday,East Harlem South,7.0,12293.470000000001,1128,650.4339442767501
19,Saturday,East Village,19.333333333333332,33953.39333333333,3115,2378.6053015851244
19,Saturday,East Williamsburg,2.0,3512.42,322,288.1609445325324
19,Saturday,Fort Greene,1.0,1756.21,161,267.63852222751166
19,Saturday,Gramercy,12.0,21074.52,1933,2083.9136199533755
19,Saturday,Greenpoint,2.0,3512.42,322,313.94652919232215
19,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,22.5,39514.725,3625,3373.5188486192133
19,Saturday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,322,473.0726793367569
19,Saturday,Jackson Heights,1.0,1756.21,161,233.0079393809964
19,Saturday,Kensington-Ocean Parkway,1.0,1756.21,161,225.509943776062
19,Saturday,Lenox Hill-Roosevelt Island,15.5,27221.255,2497,2290.035186125673
19,Saturday,Lincoln Square,10.0,17562.1,1611,2252.7787353064923
19,Saturday,Lower East Side,4.0,7024.84,644,734.594410884903
19,Saturday,Midtown-Midtown South,29.3,51456.953,4721,4161.235501848319
19,Saturday,Morningside Heights,8.0,14049.68,1289,930.5526379384128
19,Saturday,Murray Hill-Kips Bay,13.833333333333334,24294.238333333335,2229,2559.7247183158565
19,Saturday,North Side-South Side,7.5,13171.575,1208,692.422160753873
19,Saturday,Old Astoria,3.0,5268.63,483,308.6567373681939
19,Saturday,Park Slope-Gowanus,1.0,1756.21,161,356.5912845140972
19,Saturday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,275.50434451275703
19,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,14.916666666666668,26196.799166666668,2403,2656.519355910169
19,Saturday,Stuyvesant Heights,1.0,1756.21,161,208.7092643471452
19,Saturday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,519.7973411852453
19,Saturday,Turtle Bay-East Midtown,15.833333333333334,27806.658333333336,2551,2879.472331827595
19,Saturday,Upper East Side-Carnegie Hill,20.583333333333332,36148.65583333333,3316,2840.6637266164644
19,Saturday,Upper West Side,16.0,28099.36,2578,2701.8656287228323
19,Saturday,West Village,20.666666666666668,36295.00666666667,3330,3073.478262302056
19,Saturday,Windsor Terrace,1.0,1756.21,161,213.6962696476081
19,Saturday,Yorkville,17.333333333333332,30440.97333333333,2793,2125.63592599641
19,Saturday,park-cemetery-etc-Manhattan,12.0,21074.52,1933,1254.730402743753
19,Sunday,Airport,17.0,29855.57,2739,2191.211771046904
19,Sunday,Astoria,3.0,5268.63,483,325.80239176189
19,Sunday,Battery Park City-Lower Manhattan,9.25,16244.942500000001,1490,1652.1784776039888
19,Sunday,Bay Ridge,1.0,1756.21,161,192.91980276230103
19,Sunday,Carroll Gardens-Columbia Street-Red Hook,4.0,7024.84,644,331.69282931627777
19,Sunday,Central Harlem South,1.0,1756.21,161,331.0766206608403
19,Sunday,Chinatown,16.166666666666668,28392.06166666667,2605,1550.5558117977316
19,Sunday,Clinton,17.0,29855.57,2739,2461.5347225021383
19,Sunday,Clinton Hill,1.0,1756.21,161,233.01537605412867
19,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,448.64803608125953
19,Sunday,East Harlem North,3.0,5268.63,483,361.8857575156208
19,Sunday,East Harlem South,2.0,3512.42,322,613.5148121378321
19,Sunday,East Village,14.5,25465.045000000002,2336,2301.265428393337
19,Sunday,Elmhurst,1.0,1756.21,161,209.8595256516592
19,Sunday,Gramercy,13.333333333333334,23416.133333333335,2148,1904.7122941041143
19,Sunday,Highbridge,1.0,1756.21,161,204.39960205720973
19,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,19.333333333333332,33953.39333333333,3115,3207.1641786122677
19,Sunday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,402.1186944244348
19,Sunday,Lenox Hill-Roosevelt Island,11.333333333333334,19903.713333333333,1826,2173.883034473461
19,Sunday,Lincoln Square,13.0,22830.73,2095,2085.908481272588
19,Sunday,Lower East Side,7.0,12293.470000000001,1128,611.7332377601737
19,Sunday,Midtown-Midtown South,22.566666666666666,39631.80566666667,3636,4021.9001869079702
19,Sunday,Morningside Heights,6.0,10537.26,967,861.8479466118821
19,Sunday,Mott Haven-Port Morris,1.0,1756.21,161,204.31682080371888
19,Sunday,Murray Hill-Kips Bay,16.5,28977.465,2658,2398.235556203765
19,Sunday,North Side-South Side,6.0,10537.26,967,648.7211839594961
19,Sunday,Park Slope-Gowanus,5.0,8781.05,806,324.060046593965
19,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,15.5,27221.255,2497,2595.978977477353
19,Sunday,Steinway,1.0,1756.21,161,244.1006982917517
19,Sunday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,476.6629132257493
19,Sunday,Turtle Bay-East Midtown,19.833333333333332,34831.49833333333,3196,2728.9667856091555
19,Sunday,Upper East Side-Carnegie Hill,12.0,21074.52,1933,2590.033156006456
19,Sunday,Upper West Side,17.166666666666668,30148.27166666667,2766,2548.410698450136
19,Sunday,Washington Heights South,1.0,1756.21,161,228.9775298537748
19,Sunday,West Village,15.333333333333334,26928.553333333333,2471,2961.280637811903
19,Sunday,Yorkville,11.0,19318.31,1772,1877.806523785301
19,Sunday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,1128,1097.30932559053
19,Thursday,Airport,17.5,30733.675,2820,2262.851650488328
19,Thursday,Astoria,1.0,1756.21,161,274.37276930934524
19,Thursday,Battery Park City-Lower Manhattan,9.833333333333334,17269.398333333334,1584,1835.7222965962
19,Thursday,Bedford,1.0,1756.21,161,208.7578026091073
19,Thursday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,296.9408142633104
19,Thursday,Central Harlem North-Polo Grounds,2.0,3512.42,322,252.1443267247702
19,Thursday,Central Harlem South,1.0,1756.21,161,295.9956782795457
19,Thursday,Chinatown,9.0,15805.89,1450,1365.565208332677
19,Thursday,Clinton,17.583333333333332,30880.025833333333,2833,2495.163779655976
19,Thursday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,392.5004681295797
19,Thursday,East Harlem North,1.0,1756.21,161,375.422528932159
19,Thursday,East Harlem South,4.0,7024.84,644,690.482811720972
19,Thursday,East Village,17.5,30733.675,2820,2115.043306874874
19,Thursday,East Williamsburg,2.0,3512.42,322,236.44721845906383
19,Thursday,Fort Greene,1.0,1756.21,161,265.43390738995674
19,Thursday,Gramercy,10.0,17562.1,1611,1955.057483783044
19,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,23.03333333333333,40451.37033333333,3711,3443.162228263412
19,Thursday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,483,371.80894308886616
19,Thursday,Kew Gardens,1.0,1756.21,161,211.9574436665909
19,Thursday,Lenox Hill-Roosevelt Island,13.5,23708.835,2175,2303.4850812820305
19,Thursday,Lincoln Square,15.333333333333332,26928.553333333333,2471,2297.1674929945348
19,Thursday,Lower East Side,1.0,1756.21,161,489.0388521866277
19,Thursday,Midtown-Midtown South,23.683333333333334,41592.906833333334,3816,4370.018724830156
19,Thursday,Morningside Heights,3.0,5268.63,483,932.9181203542814
19,Thursday,Murray Hill-Kips Bay,20.25,35563.2525,3263,2651.697002887519
19,Thursday,North Side-South Side,3.0,5268.63,483,494.0224608203568
19,Thursday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,267.6452177044605
19,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,20.25,35563.2525,3263,2708.0311081097598
19,Thursday,Steinway,1.0,1756.21,161,246.1619994950508
19,Thursday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,436.43478787556734
19,Thursday,Turtle Bay-East Midtown,16.833333333333332,29562.868333333332,2712,3042.6562203902463
19,Thursday,Upper East Side-Carnegie Hill,26.883333333333333,47212.77883333333,4331,3047.5168237189314
19,Thursday,Upper West Side,14.5,25465.045000000002,2336,2668.795296230867
19,Thursday,West Village,22.416666666666668,39368.37416666667,3612,3078.3675605836365
19,Thursday,Yorkville,11.0,19318.31,1772,2037.5692420436244
19,Thursday,park-cemetery-etc-Manhattan,10.5,18440.205,1692,1222.1563173564798
19,Tuesday,Airport,13.25,23269.7825,2135,2241.1442769966898
19,Tuesday,Battery Park City-Lower Manhattan,9.0,15805.89,1450,1675.8612956266104
19,Tuesday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,243.6579282686797
19,Tuesday,Bushwick South,1.0,1756.21,161,150.69542774947652
19,Tuesday,Central Harlem North-Polo Grounds,1.0,1756.21,161,187.72067700914292
19,Tuesday,Central Harlem South,1.0,1756.21,161,228.5431658864404
19,Tuesday,Chinatown,6.5,11415.365,1047,1042.1075026098183
19,Tuesday,Clinton,16.0,28099.36,2578,2376.7381907276763
19,Tuesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,309.87400595900147
19,Tuesday,East Harlem North,3.0,5268.63,483,269.3155803878594
