week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,drivers_needed,drivers_needed_pred
37,Saturday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,484.0109397006681
37,Saturday,Turtle Bay-East Midtown,20.166666666666668,35416.90166666667,3249,2664.2869021923098
37,Saturday,Upper East Side-Carnegie Hill,10.5,18440.205,1692,2390.382884589178
37,Saturday,Upper West Side,19.0,33367.99,3061,2291.9081753463443
37,Saturday,Washington Heights South,1.0,1756.21,161,240.6481066158954
37,Saturday,West Village,23.583333333333332,41417.285833333335,3800,2953.0168217039336
37,Saturday,Yorkville,12.5,21952.625,2014,1791.8386041812898
37,Saturday,park-cemetery-etc-Manhattan,5.0,8781.05,806,1041.308242327385
37,Sunday,Airport,7.5,13171.575,1208,1925.4792178926352
37,Sunday,Astoria,2.0,3512.42,322,287.80432386165734
37,Sunday,Baisley Park,1.0,1756.21,161,157.2702900097191
37,Sunday,Battery Park City-Lower Manhattan,6.0,10537.26,967,1368.166962554554
37,Sunday,Bedford,1.0,1756.21,161,158.92931652612253
37,Sunday,Bensonhurst West,1.0,1756.21,161,168.51107908036946
37,Sunday,Bushwick North,1.0,1756.21,161,143.54032633939252
37,Sunday,Bushwick South,2.0,3512.42,322,165.0899464233191
37,Sunday,Central Harlem North-Polo Grounds,1.0,1756.21,161,160.0051295190409
37,Sunday,Central Harlem South,1.0,1756.21,161,276.76973305962065
37,Sunday,Chinatown,12.5,21952.625,2014,1296.0791560631224
37,Sunday,Clinton,15.5,27221.255,2497,2126.9002719778327
37,Sunday,Clinton Hill,1.0,1756.21,161,163.5654582219487
37,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,349.50024760457256
37,Sunday,East Harlem North,3.0,5268.63,483,271.8281943757294
37,Sunday,East Harlem South,4.0,7024.84,644,437.782617539989
37,Sunday,East Village,14.5,25465.045000000002,2336,2074.5652309426014
37,Sunday,East Williamsburg,1.0,1756.21,161,179.8417689125001
37,Sunday,Fort Greene,1.0,1756.21,161,166.37563196618035
37,Sunday,Gramercy,8.0,14049.68,1289,1580.1487607895474
37,Sunday,Hamilton Heights,1.0,1756.21,161,172.42117803349004
37,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,16.5,28977.465,2658,3046.879179538739
37,Sunday,Lenox Hill-Roosevelt Island,9.0,15805.89,1450,1836.2143703380484
37,Sunday,Lincoln Square,14.0,24586.940000000002,2256,1847.7048483994172
37,Sunday,Lower East Side,2.0,3512.42,322,436.8872460677485
37,Sunday,Marble Hill-Inwood,1.0,1756.21,161,169.29519046357555
37,Sunday,Midtown-Midtown South,21.28333333333333,37378.00283333333,3429,3770.306378637101
37,Sunday,Morningside Heights,5.0,8781.05,806,588.8998887573676
37,Sunday,Murray Hill-Kips Bay,11.5,20196.415,1853,2067.6427351712687
37,Sunday,North Side-South Side,1.0,1756.21,161,490.78513462684816
37,Sunday,Old Astoria,1.0,1756.21,161,165.48948744446838
37,Sunday,Prospect Lefferts Gardens-Wingate,1.0,1756.21,161,147.92077639544132
37,Sunday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,195.1346945959937
37,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,14.666666666666666,25757.746666666666,2363,2361.771437003708
37,Sunday,Steinway,1.0,1756.21,161,149.45382863666222
37,Sunday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,370.2696538837526
37,Sunday,Turtle Bay-East Midtown,15.0,26343.15,2417,2432.025928565972
37,Sunday,Upper East Side-Carnegie Hill,12.0,21074.52,1933,2063.265270013936
37,Sunday,Upper West Side,14.833333333333332,26050.44833333333,2390,2100.742270164799
37,Sunday,West Village,16.833333333333332,29562.868333333332,2712,2769.099775656724
37,Sunday,Yorkville,8.0,14049.68,1289,1487.67239117512
37,Sunday,park-cemetery-etc-Manhattan,5.0,8781.05,806,857.416951478854
37,Thursday,Airport,15.0,26343.15,2417,2074.516173525118
37,Thursday,Astoria,1.0,1756.21,161,297.8711950049154
37,Thursday,Battery Park City-Lower Manhattan,8.0,14049.68,1289,1687.7118566989195
37,Thursday,Bushwick South,1.0,1756.21,161,219.0874506582197
37,Thursday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,313.1215089413959
37,Thursday,Chinatown,10.0,17562.1,1611,1159.4642412103344
37,Thursday,Clinton,11.666666666666666,20489.116666666665,1880,2208.0512788976816
37,Thursday,East Elmhurst,1.0,1756.21,161,195.61066195349187
37,Thursday,East Harlem North,1.0,1756.21,161,337.6974016194722
37,Thursday,East Harlem South,3.0,5268.63,483,557.137714036771
37,Thursday,East Village,13.5,23708.835,2175,1892.2399726828864
37,Thursday,East Williamsburg,1.0,1756.21,161,230.6478288665022
37,Thursday,Elmhurst-Maspeth,1.0,1756.21,161,222.52105817564436
37,Thursday,Forest Hills,2.0,3512.42,322,250.53191655189417
37,Thursday,Gramercy,11.5,20196.415,1853,1704.7314381465455
37,Thursday,Greenpoint,1.0,1756.21,161,248.1084413986053
37,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,22.866666666666667,40158.66866666667,3684,3355.908318714948
37,Thursday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,322,370.6408529739895
37,Thursday,Lenox Hill-Roosevelt Island,18.0,31611.78,2900,2096.0332286187663
37,Thursday,Lincoln Square,13.333333333333334,23416.133333333335,2148,2149.0137390503246
37,Thursday,Lower East Side,2.0,3512.42,322,405.4229758849971
37,Thursday,Manhattanville,1.0,1756.21,161,234.24307103521247
37,Thursday,Midtown-Midtown South,26.166666666666668,45954.16166666667,4216,4293.9234523887735
37,Thursday,Morningside Heights,6.0,10537.26,967,707.0934464218967
37,Thursday,Mott Haven-Port Morris,1.0,1756.21,161,198.72171236738615
37,Thursday,Murray Hill-Kips Bay,17.583333333333332,30880.025833333333,2833,2388.6753409696003
37,Thursday,North Side-South Side,1.0,1756.21,161,424.8026802937223
37,Thursday,Old Astoria,1.0,1756.21,161,226.1830973384313
37,Thursday,Park Slope-Gowanus,1.0,1756.21,161,254.30217158677183
37,Thursday,Prospect Heights,1.0,1756.21,161,203.4654178806671
37,Thursday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,284.142123482931
37,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,17.0,29855.57,2739,2547.6690901421416
37,Thursday,Steinway,1.0,1756.21,161,211.65645088182657
37,Thursday,Stuyvesant Town-Cooper Village,5.0,8781.05,806,396.7865007396419
37,Thursday,Turtle Bay-East Midtown,13.333333333333334,23416.133333333335,2148,2848.876415981524
37,Thursday,Upper East Side-Carnegie Hill,18.7,32841.127,3013,2616.97158084983
37,Thursday,Upper West Side,12.5,21952.625,2014,2307.093071329988
37,Thursday,Washington Heights South,1.0,1756.21,161,217.58057963055907
37,Thursday,West Village,20.666666666666668,36295.00666666667,3330,2917.4357414534684
37,Thursday,Yorkville,13.666666666666666,24001.536666666667,2202,1721.122580015617
37,Thursday,park-cemetery-etc-Manhattan,5.0,8781.05,806,1003.3951626871328
37,Tuesday,Airport,19.0,33367.99,3061,2107.6211991551363
37,Tuesday,Astoria,1.0,1756.21,161,249.64268631214023
37,Tuesday,Battery Park City-Lower Manhattan,12.0,21074.52,1933,1600.3639306982247
37,Tuesday,Briarwood-Jamaica Hills,1.0,1756.21,161,158.71559396409245
37,Tuesday,Carroll Gardens-Columbia Street-Red Hook,3.0,5268.63,483,245.0897109863087
37,Tuesday,Central Harlem North-Polo Grounds,2.0,3512.42,322,186.85183538980093
37,Tuesday,Central Harlem South,2.0,3512.42,322,268.7425382074523
37,Tuesday,Chinatown,6.0,10537.26,967,917.1212373904466
37,Tuesday,Clinton,15.0,26343.15,2417,2152.866823324992
37,Tuesday,Corona,1.0,1756.21,161,168.2743768787238
37,Tuesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,290.290459370079
37,Tuesday,East Harlem North,1.0,1756.21,161,253.28270436435864
37,Tuesday,East Harlem South,2.0,3512.42,322,452.0349435935591
37,Tuesday,East Village,10.0,17562.1,1611,1709.8768297486831
37,Tuesday,Fort Greene,1.0,1756.21,161,175.84004170747696
37,Tuesday,Gramercy,6.5,11415.365,1047,1508.346159438345
37,Tuesday,Hamilton Heights,2.0,3512.42,322,188.0804600609735
37,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,18.25,32050.8325,2940,3177.339986998993
37,Tuesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,293.11421199117217
37,Tuesday,Jackson Heights,1.0,1756.21,161,175.05033419914608
37,Tuesday,Kew Gardens,1.0,1756.21,161,170.93961801586673
37,Tuesday,Lenox Hill-Roosevelt Island,12.0,21074.52,1933,2020.8728684055047
37,Tuesday,Lincoln Square,11.5,20196.415,1853,2004.3709990693255
37,Tuesday,Midtown-Midtown South,26.483333333333334,46510.29483333333,4267,4211.509330247028
37,Tuesday,Morningside Heights,1.0,1756.21,161,620.805999146402
37,Tuesday,Mott Haven-Port Morris,1.0,1756.21,161,149.6131874946203
37,Tuesday,Murray Hill-Kips Bay,14.0,24586.940000000002,2256,2207.791887051859
37,Tuesday,North Side-South Side,1.0,1756.21,161,313.06268165912184
37,Tuesday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,221.0952861350465
37,Tuesday,Richmond Hill,1.0,1756.21,161,175.9056201060873
37,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,16.5,28977.465,2658,2397.8037471180564
37,Tuesday,Springfield Gardens South-Brookville,1.0,1756.21,161,169.93069185783023
37,Tuesday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,297.4411710913608
37,Tuesday,Turtle Bay-East Midtown,15.0,26343.15,2417,2716.45360855365
37,Tuesday,Upper East Side-Carnegie Hill,16.0,28099.36,2578,2518.4151998996117
37,Tuesday,Upper West Side,12.5,21952.625,2014,2163.592836764124
37,Tuesday,West Village,15.666666666666666,27513.956666666665,2524,2619.7758721812606
37,Tuesday,Yorkville,10.333333333333334,18147.503333333334,1665,1441.6425465327266
37,Tuesday,park-cemetery-etc-Manhattan,10.0,17562.1,1611,1039.5431323281498
37,Wednesday,Airport,12.0,21074.52,1933,2014.183416650848
37,Wednesday,Astoria,2.0,3512.42,322,239.92270793967523
37,Wednesday,Battery Park City-Lower Manhattan,7.0,12293.470000000001,1128,1608.2423747954222
37,Wednesday,Brooklyn Heights-Cobble Hill,2.0,3512.42,322,233.7779245343007
37,Wednesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,275.17301325833733
37,Wednesday,Central Harlem North-Polo Grounds,1.0,1756.21,161,172.82315803313358
37,Wednesday,Central Harlem South,3.0,5268.63,483,268.8529075783172
37,Wednesday,Chinatown,5.0,8781.05,806,1108.4935660391482
37,Wednesday,Clinton,15.0,26343.15,2417,2175.7549398382243
37,Wednesday,East Harlem North,2.0,3512.42,322,285.11283002645274
37,Wednesday,East Harlem South,6.0,10537.26,967,495.15300236755866
37,Wednesday,East Village,11.0,19318.31,1772,1738.2532954530077
37,Wednesday,East Williamsburg,1.0,1756.21,161,182.03980930117183
37,Wednesday,Gramercy,11.0,19318.31,1772,1587.4355299420504
37,Wednesday,Greenpoint,2.0,3512.42,322,190.03754029190785
37,Wednesday,Hamilton Heights,1.0,1756.21,161,195.1310003861821
37,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,16.95,29767.7595,2731,3170.8530081010194
37,Wednesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,317.33348605677395
37,Wednesday,Jackson Heights,1.0,1756.21,161,166.98391918202694
37,Wednesday,Lenox Hill-Roosevelt Island,14.0,24586.940000000002,2256,2029.400027326653
37,Wednesday,Lincoln Square,11.0,19318.31,1772,2019.8243316598305
37,Wednesday,Lower East Side,2.0,3512.42,322,317.09401220217893
37,Wednesday,Midtown-Midtown South,25.016666666666666,43934.52016666667,4031,4179.219046823484
37,Wednesday,Morningside Heights,2.0,3512.42,322,625.5341265944954
37,Wednesday,Murray Hill-Kips Bay,14.666666666666666,25757.746666666666,2363,2154.0623283763666
37,Wednesday,North Side-South Side,5.0,8781.05,806,345.6092449806934
37,Wednesday,Old Astoria,1.0,1756.21,161,167.8816696225165
37,Wednesday,Park Slope-Gowanus,1.0,1756.21,161,192.28925402143264
37,Wednesday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,322,226.82442675789864
37,Wednesday,Rego Park,1.0,1756.21,161,152.8891878116621
37,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,12.666666666666666,22245.326666666668,2041,2369.8295860216967
37,Wednesday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,303.0784140570467
37,Wednesday,Turtle Bay-East Midtown,17.233333333333334,30265.352333333336,2777,2740.540444392469
37,Wednesday,Upper East Side-Carnegie Hill,18.666666666666668,32782.58666666667,3008,2476.1674400045704
37,Wednesday,Upper West Side,13.5,23708.835,2175,2200.6703575500783
37,Wednesday,Washington Heights South,1.0,1756.21,161,157.92476235606864
37,Wednesday,West Village,15.0,26343.15,2417,2708.620025217487
37,Wednesday,Yorkville,10.0,17562.1,1611,1574.1890620494269
37,Wednesday,park-cemetery-etc-Manhattan,7.5,13171.575,1208,995.3521305228426
37,Wednesday,park-cemetery-etc-Queens,1.0,1756.21,161,175.30472029705425
38,Friday,Airport,13.5,23708.835,2175,1932.9271860678743
38,Friday,Astoria,4.0,7024.84,644,322.5379612083444
38,Friday,Battery Park City-Lower Manhattan,6.0,10537.26,967,1642.6674987483088
38,Friday,Bedford,1.0,1756.21,161,175.15273122737509
38,Friday,Brooklyn Heights-Cobble Hill,3.0,5268.63,483,250.5932548466568
38,Friday,Bushwick North,1.0,1756.21,161,164.3895650035868
38,Friday,Bushwick South,1.0,1756.21,161,175.33906055126445
38,Friday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,303.96020779797726
38,Friday,Central Harlem North-Polo Grounds,1.0,1756.21,161,178.71102685662953
38,Friday,Central Harlem South,1.0,1756.21,161,294.8766220753208
38,Friday,Chinatown,10.0,17562.1,1611,1228.1197940728027
38,Friday,Clinton,14.833333333333334,26050.448333333334,2390,2260.226688438709
38,Friday,Clinton Hill,1.0,1756.21,161,164.58018044318422
38,Friday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,483,396.7990375738546
38,Friday,East Harlem South,2.0,3512.42,322,490.227022649796
38,Friday,East Village,12.5,21952.625,2014,1955.817250814444
38,Friday,Forest Hills,1.0,1756.21,161,182.5203361774876
38,Friday,Gramercy,10.333333333333334,18147.503333333334,1665,1801.4353565067795
38,Friday,Greenpoint,2.0,3512.42,322,258.0469114354985
38,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,16.333333333333332,28684.763333333332,2632,3377.181435970293
38,Friday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,483,392.4953526603212
38,Friday,Lenox Hill-Roosevelt Island,12.0,21074.52,1933,2206.5373129443483
38,Friday,Lincoln Square,14.5,25465.045000000002,2336,2191.991415087778
38,Friday,Lower East Side,1.0,1756.21,161,439.20916707837085
38,Friday,Manhattanville,3.0,5268.63,483,225.15948426836445
38,Friday,Midtown-Midtown South,28.416666666666664,49905.63416666666,4578,4245.725126364167
38,Friday,Morningside Heights,2.0,3512.42,322,707.2163299360025
38,Friday,Murray Hill-Kips Bay,17.333333333333332,30440.97333333333,2793,2305.927491773967
38,Friday,North Side-South Side,2.0,3512.42,322,411.0713420961564
38,Friday,Old Astoria,2.0,3512.42,322,202.93167050279183
38,Friday,Park Slope-Gowanus,2.0,3512.42,322,264.46058912208275
38,Friday,Ridgewood,1.0,1756.21,161,176.58997225655762
38,Friday,SoHo-TriBeCa-Civic Center-Little Italy,14.333333333333334,25172.343333333334,2309,2486.56094649915
38,Friday,Steinway,1.0,1756.21,161,180.05933667677743
38,Friday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,327.8922659229874
38,Friday,Turtle Bay-East Midtown,19.0,33367.99,3061,2704.758655017002
38,Friday,Upper East Side-Carnegie Hill,19.5,34246.095,3142,2719.264689118952
38,Friday,Upper West Side,11.583333333333334,20342.765833333335,1866,2199.585462481468
38,Friday,West Village,20.4,35826.684,3287,2918.590321847882
38,Friday,Woodside,1.0,1756.21,161,181.47545098713724
38,Friday,Yorkville,8.0,14049.68,1289,1726.2724643125844
38,Friday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,1128,987.0256340506356
38,Monday,Airport,15.5,27221.255,2497,2111.4919231012404
38,Monday,Battery Park City-Lower Manhattan,7.5,13171.575,1208,1458.4480034279957
38,Monday,Bedford,1.0,1756.21,161,162.16342842250856
38,Monday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,213.9561059431836
38,Monday,Central Harlem South,3.0,5268.63,483,270.57267342363133
38,Monday,Chinatown,6.0,10537.26,967,837.950131145512
38,Monday,Clinton,8.0,14049.68,1289,1974.3874502907288
38,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,329.0323002943246
38,Monday,East Harlem North,3.0,5268.63,483,244.4750352942036
38,Monday,East Harlem South,1.0,1756.21,161,447.5992956070101
38,Monday,East Village,8.0,14049.68,1289,1578.8434251931803
38,Monday,Gramercy,9.0,15805.89,1450,1545.0016928475318
38,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,15.833333333333334,27806.658333333336,2551,2998.691975401321
38,Monday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,322,363.8080975199164
38,Monday,Lenox Hill-Roosevelt Island,13.5,23708.835,2175,1993.739439055874
38,Monday,Lincoln Square,9.5,16683.995,1531,1921.1124626845624
38,Monday,Midtown-Midtown South,26.2,46012.702,4221,4114.3240772773215
38,Monday,Morningside Heights,2.0,3512.42,322,603.0322442077594
38,Monday,Murray Hill-Kips Bay,12.0,21074.52,1933,1965.3558823668889
38,Monday,North Side-South Side,3.0,5268.63,483,330.2030979812617
38,Monday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,198.7585883074485
38,Monday,SoHo-TriBeCa-Civic Center-Little Italy,12.0,21074.52,1933,2175.903769904309
38,Monday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,268.5837946781696
38,Monday,Turtle Bay-East Midtown,13.833333333333334,24294.238333333335,2229,2548.380805166807
38,Monday,Upper East Side-Carnegie Hill,18.166666666666668,31904.48166666667,2927,2537.990003912688
38,Monday,Upper West Side,12.0,21074.52,1933,1984.3975544964555
38,Monday,West Village,18.833333333333332,33075.28833333333,3034,2612.4954585283967
38,Monday,Woodside,1.0,1756.21,161,162.7265236273069
38,Monday,Yorkville,7.0,12293.470000000001,1128,1400.6161559495074
38,Monday,park-cemetery-etc-Manhattan,7.5,13171.575,1208,836.0391545762072
38,Saturday,Airport,9.0,15805.89,1450,1800.8326110028534
38,Saturday,Astoria,3.0,5268.63,483,375.4620930893821
38,Saturday,Battery Park City-Lower Manhattan,12.0,21074.52,1933,1664.90131789996
38,Saturday,Bedford,1.0,1756.21,161,220.18310332146316
38,Saturday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,289.22802371101204
38,Saturday,Bushwick North,1.0,1756.21,161,222.83768741951985
38,Saturday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,363.8047543810893
38,Saturday,Central Harlem South,2.0,3512.42,322,397.25277146786266
38,Saturday,Chinatown,11.0,19318.31,1772,1457.320173420418
38,Saturday,Clinton,18.5,32489.885000000002,2981,2364.1301886845863
38,Saturday,Clinton Hill,1.0,1756.21,161,244.2678542572141
38,Saturday,East Harlem North,1.0,1756.21,161,332.2266254542651
38,Saturday,East Harlem South,2.0,3512.42,322,504.9446696813634
38,Saturday,East Village,10.25,18001.1525,1651,2144.183464808537
38,Saturday,East Williamsburg,3.0,5268.63,483,330.62992762215003
38,Saturday,Elmhurst-Maspeth,1.0,1756.21,161,216.1036328097715
38,Saturday,Forest Hills,1.0,1756.21,161,236.39138625659945
38,Saturday,Fort Greene,2.0,3512.42,322,239.61447511986395
38,Saturday,Gramercy,12.0,21074.52,1933,1901.2994529842483
38,Saturday,Greenpoint,2.0,3512.42,322,333.5048327550468
38,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,22.333333333333332,39222.02333333333,3598,3336.1975124059995
38,Saturday,Hunters Point-Sunnyside-West Maspeth,7.0,12293.470000000001,1128,504.1469662376516
38,Saturday,Jackson Heights,1.0,1756.21,161,231.527947782728
38,Saturday,Lenox Hill-Roosevelt Island,10.0,17562.1,1611,2134.824546603553
38,Saturday,Lincoln Square,10.5,18440.205,1692,2167.444598478027
38,Saturday,Lower East Side,6.0,10537.26,967,669.7933115123125
38,Saturday,Manhattanville,1.0,1756.21,161,253.0797698980541
38,Saturday,Midtown-Midtown South,26.416666666666668,46393.21416666667,4256,4177.175097853879
38,Saturday,Morningside Heights,5.0,8781.05,806,715.4471181944333
38,Saturday,Murray Hill-Kips Bay,12.25,21513.572500000002,1974,2287.9093611684543
38,Saturday,North Side-South Side,5.0,8781.05,806,627.238179204314
38,Saturday,Park Slope-Gowanus,4.0,7024.84,644,355.64716683000063
38,Saturday,Prospect Heights,1.0,1756.21,161,223.5521127565968
38,Saturday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,270.7193645456994
38,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,14.0,24586.940000000002,2256,2461.614431349052
38,Saturday,Stuyvesant Heights,1.0,1756.21,161,197.913807100264
38,Saturday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,422.9889997853184
38,Saturday,Sunset Park West,2.0,3512.42,322,259.0780859338801
38,Saturday,Turtle Bay-East Midtown,17.833333333333332,31319.07833333333,2873,2623.537646652556
38,Saturday,Upper East Side-Carnegie Hill,17.083333333333332,30001.920833333334,2752,2633.839737364532
38,Saturday,Upper West Side,10.833333333333334,19025.608333333334,1745,2268.9228090480324
38,Saturday,West Village,20.166666666666668,35416.90166666667,3249,2938.17072090336
38,Saturday,Yorkville,13.0,22830.73,2095,1768.7234851504682
38,Saturday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,1128,1028.0991162737364
38,Sunday,Airport,14.333333333333332,25172.34333333333,2309,1954.5017672660329
38,Sunday,Astoria,3.0,5268.63,483,372.67857568506383
38,Sunday,Battery Park City-Lower Manhattan,5.0,8781.05,806,1417.750910703188
38,Sunday,Borough Park,1.0,1756.21,161,199.80963058355545
38,Sunday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,347.55903552725505
38,Sunday,Central Harlem North-Polo Grounds,1.0,1756.21,161,209.6265629477612
38,Sunday,Chinatown,12.0,21074.52,1933,1313.0409495415731
38,Sunday,Clinton,12.5,21952.625,2014,2181.073872476248
38,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,5.0,8781.05,806,436.7333776047021
38,Sunday,East Harlem South,1.0,1756.21,161,476.4925497105288
38,Sunday,East Village,18.5,32489.885000000002,2981,2109.8036212867896
38,Sunday,East Williamsburg,4.0,7024.84,644,289.4956469091904
38,Sunday,Elmhurst,1.0,1756.21,161,211.3998164475909
38,Sunday,Forest Hills,1.0,1756.21,161,202.80556376215435
38,Sunday,Fort Greene,1.0,1756.21,161,224.81080221403585
38,Sunday,Gramercy,16.0,28099.36,2578,1717.7972392308563
38,Sunday,Greenpoint,3.0,5268.63,483,313.5698711179457
38,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,18.25,32050.8325,2940,3133.509513941712
38,Sunday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,426.83654934949135
38,Sunday,Lenox Hill-Roosevelt Island,15.333333333333334,26928.553333333333,2471,1965.608356698911
38,Sunday,Lincoln Square,9.5,16683.995,1531,1960.1549063353284
38,Sunday,Lower East Side,4.0,7024.84,644,549.5524977142094
38,Sunday,Midtown-Midtown South,25.766666666666666,45251.67766666666,4152,3951.938384886063
38,Sunday,Morningside Heights,3.0,5268.63,483,667.2213197673564
38,Sunday,Murray Hill-Kips Bay,16.0,28099.36,2578,2148.523422558784
38,Sunday,North Side-South Side,2.0,3512.42,322,561.0439112905314
38,Sunday,Old Astoria,1.0,1756.21,161,226.11979582979737
38,Sunday,Park Slope-Gowanus,2.0,3512.42,322,307.32977370001817
38,Sunday,Rego Park,1.0,1756.21,161,186.97499147960508
38,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,13.5,23708.835,2175,2399.232686895499
38,Sunday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,377.3519170252591
38,Sunday,Turtle Bay-East Midtown,16.0,28099.36,2578,2466.477611631895
38,Sunday,Upper East Side-Carnegie Hill,11.5,20196.415,1853,2354.298151131865
38,Sunday,Upper West Side,11.0,19318.31,1772,2146.2509048818497
38,Sunday,West Village,18.916666666666668,33221.63916666667,3048,2839.312603923869
38,Sunday,Yorkville,7.0,12293.470000000001,1128,1540.017161915844
38,Sunday,park-cemetery-etc-Manhattan,7.5,13171.575,1208,916.4194585447016
38,Sunday,park-cemetery-etc-Queens,1.0,1756.21,161,183.24203967394772
38,Thursday,Airport,17.0,29855.57,2739,2022.187860563362
38,Thursday,Astoria,1.0,1756.21,161,325.02188574220463
38,Thursday,Baisley Park,1.0,1756.21,161,194.48271754518697
38,Thursday,Battery Park City-Lower Manhattan,10.0,17562.1,1611,1676.9889113666875
38,Thursday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,249.310703241541
38,Thursday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,329.9737625777764
38,Thursday,Central Harlem South,2.0,3512.42,322,305.5243212251036
38,Thursday,Chinatown,7.0,12293.470000000001,1128,1109.70396613126
38,Thursday,Clinton,14.2,24938.182,2288,2200.74458294364
38,Thursday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,383.7159767315565
38,Thursday,East Harlem South,3.0,5268.63,483,547.2302552739559
38,Thursday,East Village,12.5,21952.625,2014,1861.6815855107016
38,Thursday,Gramercy,15.0,26343.15,2417,1761.9428657192216
38,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,17.916666666666668,31465.42916666667,2887,3353.635684979271
38,Thursday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,483,408.02714353412136
38,Thursday,Jackson Heights,2.0,3512.42,322,234.56836489665096
38,Thursday,Jamaica,1.0,1756.21,161,198.68263655955025
38,Thursday,Lenox Hill-Roosevelt Island,15.5,27221.255,2497,2151.455663018205
38,Thursday,Lincoln Square,16.0,28099.36,2578,2210.998475355151
38,Thursday,Lower East Side,4.0,7024.84,644,462.5441938973552
38,Thursday,Midtown-Midtown South,25.7,45134.597,4141,4340.357766967451
38,Thursday,Morningside Heights,4.0,7024.84,644,726.7497515959881
38,Thursday,Murray Hill-Kips Bay,11.5,20196.415,1853,2395.796478501748
38,Thursday,North Side-South Side,5.0,8781.05,806,443.35338256804494
38,Thursday,Ridgewood,1.0,1756.21,161,208.96912165383125
38,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,14.5,25465.045000000002,2336,2514.010751442413
38,Thursday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,344.45536140761175
38,Thursday,Turtle Bay-East Midtown,20.083333333333332,35270.550833333335,3236,2822.04581164232
38,Thursday,Upper East Side-Carnegie Hill,24.583333333333332,43173.495833333334,3961,2853.327856743821
38,Thursday,Upper West Side,15.0,26343.15,2417,2286.608082467224
38,Thursday,West Village,9.75,17123.0475,1571,2889.276305552167
38,Thursday,Woodside,1.0,1756.21,161,212.4970105281252
38,Thursday,Yorkville,12.0,21074.52,1933,1703.0786496275969
38,Thursday,park-cemetery-etc-Manhattan,2.0,3512.42,322,999.3584604812232
38,Thursday,park-cemetery-etc-Queens,1.0,1756.21,161,214.7375946943826
